S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)",Element_w_A
4040.44,12.25,5286.19,13.15,-242.05,14.08,17058.9,11.28,14156.25,11.38,10523.65,43.39,214Bi
5887.78,2.83,6527.38,5.17,-4562.78,5.41,14358.71,1.9,12253.14,5.48,11669.3,2.57,214Po
4871.55,6.22,4015.22,4.94,-9823.69,15.94,17700.46,4.15,13916.79,4.18,14125.7,6.81,214At
6695.03,9.65,5029.12,10.29,-15014.63,14.02,15019.29,9.35,12191.58,9.45,13759.23,9.13,214Rn
5477.18,9.96,2551.65,9.13,-20444.22,76.61,18411.71,9.05,12660.75,10.88,16334.96,8.91,214Fr
8324.14,11.13,3643.39,7.3,,,14319.51,10.22,9097.04,13.09,14494.54,8.58,214Ra
7782.15,21.59,1190.67,18.23,,,17353.63,19.04,10475.89,17.28,16230.5,19.47,214Ac
9496.52,14.08,2748.78,18.62,,,14128.39,52.48,8356.73,54.04,15509.26,13.28,214Th
8248.43,104.19,-76.46,76.68,,,18085.51,76.79,10439.4,105.48,17929.7,92.74,214Pa
3041.0,566.0,,,16750.0,401.0,,,,,,,215Hg
4625.0,357.0,8556.0,499.0,11167.0,298.0,12956.0,422.0,12018.0,422.0,,,215Tl
3546.3,52.48,9411.0,203.0,5510.8,53.01,13269.24,59.0,10757.0,207.0,7231.0,303.0,215Pb
5241.24,12.51,5476.88,5.81,1311.26,9.01,15543.66,8.85,14042.23,5.76,8827.0,200.0,215Bi
4142.98,2.46,6629.92,11.36,-3075.44,7.87,15400.73,5.12,12440.3,2.56,12653.55,2.33,215Po
5947.24,7.94,4074.68,6.83,-7286.37,14.14,16108.63,7.33,13977.79,6.77,12508.6,6.93,215At
4920.14,11.86,5077.7,8.65,-12090.15,11.71,16121.84,8.96,12323.72,7.87,14847.33,7.59,215Rn
6794.55,11.04,2651.16,11.48,-17545.87,73.19,16724.9,7.66,13841.73,7.57,14592.69,7.2,215Fr
5630.31,9.23,3796.53,11.4,-22389.35,88.81,16797.39,9.09,10913.76,11.61,16839.75,8.08,215Ra
8484.56,19.72,1351.09,13.47,,,16395.86,15.82,11093.64,16.75,15192.98,15.19,215Ac
7844.62,13.85,2811.24,17.72,,,15477.7,17.65,8508.34,52.14,16766.96,14.32,215Th
9692.89,105.36,119.92,73.62,,,16454.66,73.43,10617.19,73.54,16233.04,89.14,215Pa
,,1851.4,116.73,,,15971.27,113.54,8193.78,115.91,18458.68,89.06,215U
4420.0,566.0,,,18077.0,401.0,,,,,,,216Hg
3265.0,422.0,8779.0,499.0,12461.0,298.0,14250.0,499.0,11915.0,422.0,,,216Tl
4934.0,203.0,9720.0,357.0,7227.0,196.0,11726.0,277.0,10560.0,197.0,5460.0,357.0,216Pb
3826.65,12.51,5757.22,53.63,2903.04,11.93,16767.57,11.35,13941.58,13.16,9736.58,29.23,216Bi
5747.19,2.29,7135.87,5.75,-1508.66,8.87,13693.98,11.28,11878.11,5.19,10632.35,7.03,216Po
4558.9,7.57,4490.6,3.99,-5887.73,11.41,17437.52,3.6,13774.31,4.49,13134.7,6.1,216At
6649.89,9.6,5780.35,8.97,-10045.46,13.35,14343.5,7.2,11696.52,7.57,12552.85,6.54,216Rn
5418.43,7.98,3149.46,8.59,-14828.26,53.69,18001.5,9.96,13531.03,5.12,15196.95,6.14,216Fr
7313.98,11.48,4315.96,11.12,-19775.27,29.38,14960.59,12.18,11707.98,10.05,14633.51,9.22,216Ra
5957.54,16.47,1678.31,13.24,,,18762.47,12.04,12662.89,14.63,17343.64,11.97,216Ac
8694.57,14.94,3021.25,17.29,,,14565.28,19.51,9007.7,19.44,15599.18,15.53,216Th
8136.04,90.4,411.34,54.25,,,17815.14,54.58,10543.18,54.31,17290.92,55.66,216Pa
9928.05,92.84,2086.56,78.07,,,14291.64,81.14,8267.78,76.49,16592.67,29.55,216U
4476.0,499.0,8835.0,566.0,13919.0,401.0,12816.0,566.0,11999.0,566.0,,,217Tl
3311.0,357.0,9767.0,422.0,8581.0,298.0,13040.0,422.0,10639.0,357.0,6708.0,499.0,217Pb
5215.35,20.93,6039.0,196.0,4415.37,18.86,15098.52,55.35,13776.79,17.81,7912.0,196.0,217Bi
3970.22,6.63,7279.44,12.95,-6.14,9.71,14965.0,8.53,11948.33,12.94,11712.69,6.66,217Po
5933.35,6.03,4676.76,5.11,-4309.04,12.42,15647.15,5.03,13728.74,5.09,11241.79,12.22,217At
4665.68,7.15,5887.14,5.34,-8547.28,11.41,15625.06,7.88,11902.39,5.71,13774.95,4.04,217Rn
6727.68,7.51,3227.25,8.72,-12753.82,17.19,16193.96,9.95,13498.39,11.16,13340.82,7.58,217Fr
5472.74,11.21,4370.26,8.17,-17084.0,72.0,16282.4,9.96,11712.42,11.13,15855.8,11.56,217Ra
7512.04,15.72,1876.38,14.31,,,16880.74,13.66,13474.99,12.53,15308.78,14.25,217Ac
6163.87,16.05,3227.59,15.17,,,16885.97,16.33,10625.98,18.67,17759.45,11.84,217Th
8802.12,55.84,518.89,19.95,,,16857.63,18.21,11237.58,19.15,16270.96,22.05,217Pa
8164.0,77.0,2115.0,89.0,,,15820.0,102.0,8352.0,104.0,17925.0,72.0,217U
3204.0,566.0,,,15082.0,400.0,14032.0,566.0,11836.0,566.0,,,218Tl
4858.0,422.0,10149.0,499.0,10236.0,298.0,11447.0,422.0,10406.0,422.0,4892.0,499.0,218Pb
3585.24,32.29,6313.0,299.0,6156.92,27.43,16447.0,197.0,13737.85,59.0,8951.0,299.0,218Bi
5597.93,6.66,7662.03,17.81,1705.73,11.32,13193.72,11.35,11591.63,5.81,9661.06,52.48,218Po
4367.79,12.58,5074.33,13.28,-2745.45,52.03,17026.55,11.67,13503.92,11.75,12115.24,12.86,218At
6512.47,4.44,6466.26,5.4,-7149.39,10.75,13671.49,4.03,11337.16,7.06,11405.45,3.03,218Rn
5326.79,7.85,3888.35,6.07,-11624.65,18.93,17517.06,7.48,13091.73,8.88,13961.27,8.19,218Fr
7309.8,13.2,4952.39,12.84,-15243.44,17.65,14391.03,11.82,11197.16,13.12,13466.13,13.46,218Ra
5931.38,51.99,2335.02,51.22,,,18263.34,51.46,13173.93,51.28,16171.95,51.2,218Ac
7910.36,14.94,3625.9,15.5,,,14933.15,15.1,11200.18,16.26,15479.4,12.97,218Th
6455.96,24.22,810.98,21.18,,,19096.24,21.93,12626.24,20.35,18299.56,22.11,218Pa
9150.0,73.0,2462.77,21.0,,,14806.2,55.25,8894.72,74.12,16619.42,16.32,218U
3246.0,499.0,10191.0,566.0,11449.0,401.0,12676.0,566.0,10425.0,499.0,6066.0,566.0,219Pb
5005.0,197.0,6460.0,357.0,7665.0,196.0,14753.0,357.0,13667.0,277.0,7211.0,357.0,219Bi
3746.86,15.96,7823.65,31.31,3287.08,17.86,14662.2,23.75,11671.42,19.38,10848.0,196.0,219Po
5773.4,12.01,5249.79,3.52,-1173.4,50.6,15223.36,7.17,13477.71,3.41,10168.49,11.64,219At
4459.26,3.02,6557.73,11.74,-5641.99,50.61,15145.57,5.02,11436.79,3.98,12693.38,2.27,219Rn
6512.67,8.39,3888.55,7.29,-9922.36,51.99,15670.07,8.09,13228.95,9.15,12007.5,7.79,219Fr
5328.21,13.8,4953.81,9.39,-13892.29,51.44,15790.5,10.41,11287.39,9.11,14787.82,10.08,219Ra
7345.45,71.57,2370.66,51.69,-17887.17,101.77,16390.63,50.98,13142.46,51.22,14244.93,50.63,219Ac
5966.67,51.65,3661.19,71.62,,,16478.52,51.83,11191.05,51.72,16826.71,51.3,219Th
8214.96,54.67,1115.58,52.58,,,17045.16,52.6,13105.85,52.9,16042.14,52.64,219Pa
6679.36,52.59,2686.17,53.98,,,16928.97,53.21,10351.41,73.78,18634.64,52.18,219U
,,-273.08,89.41,,,17194.0,114.0,11254.36,92.71,17303.84,103.3,219Np
4681.0,566.0,,,13057.0,401.0,11200.0,566.0,10220.0,566.0,,,220Pb
3535.0,357.0,6749.0,499.0,9337.0,298.0,16076.0,422.0,13443.0,422.0,8152.0,499.0,220Bi
5489.22,23.75,8308.0,196.0,4993.22,19.52,12758.23,32.29,11397.55,25.03,8670.0,299.0,220Po
4091.65,14.34,5594.58,21.12,632.06,15.26,16729.65,14.11,13356.28,15.43,11292.19,22.55,220At
6288.64,2.27,7072.97,3.41,-4057.02,22.22,13224.72,11.67,11081.5,5.11,10374.96,6.63,220Rn
5206.76,8.01,4636.05,4.39,-8736.0,51.0,16975.78,4.43,12687.87,5.65,12734.09,6.31,220Fr
7195.35,11.55,5636.49,10.76,-12663.0,101.0,13921.93,9.38,10819.71,10.39,12258.15,9.11,220Ra
5897.11,50.83,2939.57,10.16,-16567.0,196.0,17803.32,12.64,12718.08,9.32,15075.49,8.75,220Ac
7873.61,55.2,4189.35,55.12,,,14536.3,55.35,10829.48,24.9,14425.84,23.25,220Th
6393.0,73.0,1542.0,72.0,,,18562.0,52.0,12877.0,52.0,17161.0,52.0,220Pa
8425.0,113.0,2896.0,113.0,,,14960.0,102.0,10729.0,102.0,16374.0,101.0,220U
7217.0,215.0,265.0,202.0,,,19127.0,196.0,12201.0,208.0,18889.0,196.0,220Np
4792.0,422.0,6860.0,499.0,10820.0,298.0,14530.0,499.0,13508.0,422.0,6564.0,499.0,221Bi
3561.02,26.38,8334.0,299.0,6809.94,20.1,14202.0,197.0,11421.77,33.35,9967.0,299.0,221Po
5664.34,19.76,5769.7,22.55,2259.62,52.32,14812.17,21.12,13289.88,14.11,9213.09,30.41,221At
4211.97,5.81,7193.3,15.1,-2468.95,9.95,14786.15,6.42,11237.31,12.89,11760.92,5.85,221Rn
6276.35,6.22,4623.76,5.0,-7099.0,51.51,15158.69,4.9,12924.0,5.3,10825.53,12.53,221Fr
5377.75,9.32,5807.48,5.98,-11556.18,51.32,15056.85,8.32,10768.75,6.37,13392.87,4.85,221Ra
7291.89,50.76,3036.11,51.07,-15327.0,207.0,15839.63,51.07,12735.99,51.62,13110.39,50.61,221Ac
5800.05,23.57,4092.28,10.08,,,16081.7,51.13,10960.82,51.37,15935.6,13.75,221Th
7913.0,72.0,1581.78,55.86,,,16615.7,72.02,12873.6,52.35,15179.08,72.13,221Pa
6485.0,113.0,2987.0,72.0,,,16690.67,72.57,10700.28,54.3,17799.66,52.18,221U
8532.0,280.0,372.0,224.0,,,17274.0,207.0,12819.0,201.0,16812.0,201.0,221Np
3440.0,423.0,,,12351.0,300.0,15771.0,500.0,13315.0,500.0,,,222Bi
5358.81,44.58,8900.0,301.0,8166.08,40.3,12378.0,301.0,11068.0,200.0,7854.0,403.0,222Po
3901.02,21.12,6109.7,25.17,4331.55,16.66,16400.37,23.75,13135.72,22.39,10317.0,196.0,222At
6170.53,5.84,7699.49,14.11,-830.91,12.41,12707.26,14.11,10840.18,3.5,9337.25,15.95,222Rn
4970.5,8.91,5382.29,9.39,-5776.0,73.0,16476.83,7.67,12412.76,7.74,11628.43,8.12,222Fr
6714.94,6.23,6246.07,6.5,-9952.64,52.18,13548.67,5.85,10566.48,8.23,11137.19,4.8,222Ra
5972.95,50.65,3631.31,6.69,-14397.0,196.0,17062.03,9.59,12091.25,9.61,13650.11,8.64,222Ac
7808.58,14.66,4608.97,51.87,,,14170.23,13.63,10497.69,51.94,13455.23,14.71,222Th
6293.0,89.0,2075.0,73.0,,,18196.0,76.0,12547.0,88.0,16232.0,88.0,222Pa
8318.49,72.91,3392.43,73.03,,,14765.0,73.0,10596.75,73.19,15447.84,72.53,222U
6902.0,280.0,790.0,202.0,,,18796.0,220.0,12596.0,202.0,18125.0,202.0,222Np
4664.0,500.0,,,13754.0,401.0,,,13331.0,566.0,,,223Bi
3479.0,200.0,8940.0,358.0,9845.0,196.0,13692.0,357.0,11124.0,357.0,9056.0,446.0,223Po
5596.34,21.12,6347.23,42.42,5602.12,15.68,14365.06,24.04,13028.6,22.55,8256.0,298.0,223At
4053.78,8.06,7852.26,17.66,1003.91,12.09,14317.82,16.01,10878.05,16.01,10772.68,19.35,223Rn
6067.03,7.7,5278.78,2.27,-3938.28,71.09,14621.78,5.84,12634.37,2.12,9653.05,14.11,223Fr
5158.2,4.79,6433.77,7.74,-8603.7,71.15,14666.83,4.9,10615.04,4.39,12267.63,2.26,223Ra
6866.91,8.69,3783.28,8.29,-12774.0,196.0,15572.88,8.38,12419.69,10.8,11989.96,8.07,223Ac
5888.6,15.27,4524.61,10.44,,,15573.53,51.23,10506.2,10.95,14761.99,12.25,223Th
7905.0,102.0,2171.41,72.1,,,16091.11,71.51,12515.63,74.42,14223.39,71.3,223Pa
6507.14,88.1,3607.0,102.0,,,16171.52,87.67,10483.0,88.0,16814.31,74.48,223U
8490.0,277.0,962.0,202.0,,,16790.0,202.0,12530.0,220.0,16028.0,202.0,223Np
3378.0,566.0,,,15082.0,400.0,,,,,,,224Bi
5240.0,277.0,9515.0,446.0,11084.0,196.0,11892.0,358.0,10677.0,357.0,,,224Po
3788.31,26.36,6656.0,197.0,7476.88,22.73,15935.56,45.87,12801.32,29.71,9260.0,299.0,224At
6015.96,12.55,8271.88,17.07,2451.36,14.1,12202.88,18.63,10526.43,17.07,8317.74,21.89,224Rn
4705.1,11.34,5930.09,13.64,-2113.66,13.51,16087.22,11.35,12141.25,12.55,10612.29,17.89,224Fr
6478.71,2.26,6845.45,2.11,-6896.34,23.22,13158.62,7.67,10412.68,5.0,10000.9,5.81,224Ra
5663.06,8.1,4288.14,4.44,-11642.0,196.0,16624.75,5.89,12134.38,6.02,12603.25,6.26,224Ac
7463.41,13.59,5121.12,12.3,,,14083.07,11.25,10334.68,51.41,12676.32,11.02,224Th
6529.71,71.44,2812.52,11.83,,,17369.97,14.34,11785.96,11.03,14985.57,50.96,224Pa
8186.07,74.78,3887.39,74.73,,,14278.0,76.0,10210.02,56.26,14428.28,24.51,224U
6795.0,277.0,1250.0,208.0,,,18314.0,202.0,12220.0,202.0,17146.0,202.0,224Np
3451.0,357.0,9589.0,499.0,12537.0,298.0,13105.0,499.0,10665.0,423.0,,,225Po
5388.0,299.0,6805.0,357.0,8757.0,298.0,14027.0,357.0,12772.0,301.0,7312.0,423.0,225At
3982.27,14.85,8465.84,24.98,4224.01,12.25,13816.94,17.87,10445.17,19.36,9694.28,41.57,225Rn
5999.32,16.38,5913.46,15.48,-520.11,72.01,14141.68,14.3,12312.46,12.11,8513.99,19.85,225Fr
4904.12,2.79,7044.48,11.48,-5386.81,11.2,14321.52,2.86,10479.06,7.89,11267.3,2.86,225Ra
6668.11,6.16,4477.54,4.87,-9950.36,71.78,15114.84,4.76,12181.21,6.4,10905.64,8.84,225Ac
5754.92,11.22,5212.98,6.38,,,15195.05,8.64,10552.71,7.02,13636.34,6.58,225Th
7592.87,71.39,2941.98,71.71,,,15665.7,71.59,12001.67,72.05,13365.65,71.17,225Pa
6413.65,25.56,3771.33,13.19,,,15770.05,71.88,10089.0,73.0,15823.21,16.35,225U
8359.0,208.0,1423.52,75.27,,,16461.5,100.93,12178.93,88.5,15080.0,102.0,225Np
5053.0,499.0,,,13881.0,401.0,11429.0,566.0,10276.0,566.0,,,226Po
3852.0,422.0,7205.0,422.0,10305.0,298.0,15415.0,357.0,12400.0,357.0,8124.0,499.0,226At
5858.27,15.29,8936.0,298.0,5549.56,11.4,11746.98,24.69,10183.24,17.46,7315.0,196.0,226Rn
4371.39,13.49,6302.57,12.76,1487.26,13.01,15786.25,11.62,11994.86,10.0,9738.94,15.3,226Fr
6396.6,2.85,7441.76,12.11,-3661.05,13.12,12630.01,11.34,10149.48,2.25,8924.49,8.06,226Ra
5399.4,5.5,4972.82,3.77,-8468.0,88.0,16194.15,3.13,11940.01,3.43,11573.27,3.34,226Ac
7183.81,6.61,5728.68,6.42,,,13674.3,5.91,10235.81,8.31,11610.73,4.81,226Th
6378.77,71.9,3565.82,12.37,,,16750.35,15.17,11511.5,14.58,13853.8,13.39,226Pa
8122.37,16.89,4300.83,72.17,,,14177.4,14.97,9872.25,72.22,13589.44,15.85,226U
6882.0,114.0,1892.0,89.0,,,17766.0,91.0,11804.0,113.0,16103.0,113.0,226Np
3339.0,566.0,,,15103.0,401.0,,,10314.0,566.0,,,227Po
5202.0,422.0,7354.0,499.0,11634.0,298.0,13664.0,422.0,12437.0,357.0,6299.0,499.0,227At
3932.68,17.56,9017.0,298.0,7081.01,14.24,13202.0,298.0,10038.87,26.43,8622.0,196.0,227Rn
5909.41,8.58,6353.72,12.02,2851.25,9.48,13859.11,12.6,12101.4,11.45,7617.83,23.12,227Fr
4561.43,0.27,7631.8,6.53,-1867.75,9.87,14067.91,12.11,10293.15,11.35,10379.02,10.01,227Ra
6531.0,3.34,5107.22,2.25,-6712.5,72.53,14567.28,2.85,11887.72,2.11,9747.37,11.34,227Ac
5464.13,4.81,5793.41,3.43,-10965.0,100.0,14878.28,4.76,10434.74,4.44,12625.31,2.26,227Th
7273.4,13.56,3655.41,8.58,,,15231.88,8.9,11701.52,12.48,12243.46,8.37,227Pa
6354.72,16.14,4276.78,14.9,,,15415.54,71.65,10047.24,12.21,14698.13,13.93,227U
8286.0,114.0,2055.76,73.64,,,15892.96,73.3,11703.88,76.1,14346.2,72.88,227Np
,,3296.0,133.0,,,15893.0,123.0,9758.0,220.0,16694.0,102.0,227Pu
3870.0,499.0,7885.0,566.0,12790.0,401.0,14847.0,566.0,12018.0,499.0,,,228At
5713.69,22.61,9529.0,299.0,8472.48,17.77,11340.0,299.0,9713.0,299.0,6359.0,299.0,228Rn
4369.54,8.95,6790.58,15.62,4460.63,8.01,15347.83,12.45,11714.13,13.02,8636.0,298.0,228Fr
6308.76,2.34,8031.15,6.23,-281.96,14.49,12130.53,6.54,9983.71,12.12,8052.53,11.32,228Ra
5026.17,2.42,5571.95,2.42,-4700.97,50.61,15937.71,2.41,11765.67,2.95,10720.52,12.13,228Ac
7105.16,2.25,6367.57,2.1,-9316.39,29.18,13172.53,3.12,9997.69,4.86,10424.28,2.79,228Th
5978.93,8.5,4170.21,4.67,,,16436.76,6.09,11477.51,6.55,12932.64,6.33,228Pa
7894.55,17.25,4897.94,16.1,,,13899.76,18.27,9745.56,72.43,12558.5,15.15,228U
7037.7,88.38,2738.74,51.47,,,16977.63,52.19,11079.83,51.71,14901.37,87.16,228Np
8754.0,104.0,3763.68,78.13,,,14021.0,93.0,9363.72,77.32,14353.85,31.08,228Pu
4932.0,566.0,,,14134.0,401.0,13254.0,566.0,12139.0,566.0,,,229At
3952.38,21.97,9611.0,401.0,9776.82,13.26,12590.0,298.0,9612.0,298.0,7460.0,401.0,229Rn
5787.28,8.39,6864.17,18.37,5771.35,5.96,13493.23,14.95,11785.12,11.61,6700.0,298.0,229Fr
4449.62,15.57,8111.23,16.84,1351.41,16.54,13590.32,16.53,9905.48,16.65,9461.17,18.66,229Ra
6276.11,12.29,5539.31,12.27,-3089.74,87.69,14223.03,12.27,11886.16,12.26,8815.79,13.62,229Ac
5256.72,2.61,6598.12,2.78,-7810.01,51.23,14446.81,2.68,10140.37,3.64,11564.16,2.68,229Th
7098.0,5.31,4163.05,3.39,-12253.11,87.41,14802.89,3.08,11563.33,5.43,11234.05,4.27,229Pa
6082.99,15.45,5002.0,7.22,,,15090.16,9.41,10041.33,12.74,13659.32,7.28,229U
7887.34,100.48,2731.52,88.01,,,15445.02,87.37,11314.86,87.8,13392.8,87.57,229Np
6763.1,58.87,3489.07,71.93,,,15544.32,88.73,9483.0,102.0,15713.12,52.78,229Pu
,,1226.32,92.08,,,16091.0,133.0,,,15019.0,124.0,229Am
5386.0,196.0,10065.0,446.0,11185.0,196.0,11074.0,446.0,9428.0,357.0,5414.0,446.0,230Rn
4252.81,8.23,7164.6,14.59,7313.16,7.21,14954.11,18.85,11464.99,15.54,7650.0,298.0,230Fr
6116.97,18.56,8440.93,11.45,2901.3,11.24,11842.89,12.3,9697.92,11.87,7276.87,17.45,230Ra
4922.87,19.93,6012.55,22.12,-1397.91,53.68,15608.92,15.96,11524.73,15.96,9802.34,16.9,230Ac
6794.31,2.21,7116.31,12.17,-6071.8,14.85,12678.67,1.87,9877.07,1.66,9331.28,1.54,230Th
5794.62,4.22,4700.95,3.59,-10758.0,133.0,16113.43,3.06,11232.84,3.37,11970.43,3.28,230Pa
7666.87,7.29,5570.88,5.46,,,13402.22,6.11,9647.86,8.59,11456.58,4.84,230U
6614.7,100.84,3263.23,51.6,,,16724.87,53.23,11054.88,52.17,14051.5,51.8,230Np
8532.52,53.26,4134.25,88.09,,,14049.5,52.68,9236.37,73.99,13535.33,17.64,230Pu
7289.0,159.0,1753.0,143.0,,,17555.0,136.0,11026.0,166.0,16016.0,152.0,230Am
3665.0,357.0,,,12638.0,298.0,12341.0,499.0,9633.0,499.0,,,231Rn
5477.51,10.13,7256.0,196.0,8656.17,7.93,13428.98,15.16,11701.16,19.29,6043.0,401.0,231Fr
4371.14,15.34,8559.25,13.12,4410.47,11.68,13259.03,12.42,9696.32,13.21,8619.42,21.02,231Ra
6146.85,20.51,6042.43,16.62,138.34,52.2,13911.69,20.21,11686.64,13.19,8025.03,14.68,231Ac
5118.02,0.2,7311.46,15.88,-4493.11,22.57,13836.76,12.17,9785.22,1.87,10522.02,1.76,231Th
6820.52,3.18,4727.16,1.46,-8986.0,300.0,14549.63,2.57,11517.47,1.95,10176.08,2.29,231Pa
5880.3,5.12,5656.56,3.76,-13464.0,300.0,14619.91,3.5,9746.48,4.96,12681.43,2.8,231U
7683.1,72.0,3279.46,50.73,,,15124.77,50.88,11266.34,52.53,12347.33,50.72,231Np
6696.7,26.94,4216.26,56.0,,,15240.14,89.71,9577.37,55.35,14733.18,26.68,231Pu
8593.0,328.0,1813.0,300.0,,,15725.0,304.0,11187.0,301.0,14461.0,304.0,231Am
,,2951.0,328.0,,,15830.0,312.0,,,16829.0,301.0,231Cm
4079.06,15.97,7670.0,298.0,10126.2,15.93,14736.0,196.0,11574.49,19.11,6896.0,401.0,232Fr
5790.85,14.59,8872.59,11.98,5887.42,9.33,11720.99,11.25,9692.75,10.43,6780.96,15.93,232Ra
4679.75,18.44,6351.04,17.3,1795.0,101.0,15348.92,16.62,11456.51,20.21,9132.56,13.97,232Ac
6440.42,1.07,7605.04,13.12,-2916.36,17.65,12319.21,15.9,9620.91,12.19,8531.22,15.51,232Th
5549.09,7.68,5158.23,7.52,-7393.0,300.0,15794.85,7.52,11225.11,7.87,10903.1,14.32,232Pa
7267.8,2.8,6103.84,1.95,-11703.0,202.0,13146.73,3.06,9576.68,3.4,10670.35,2.61,232U
6336.0,112.0,3735.0,100.0,,,16455.0,100.0,11013.0,100.0,13109.0,100.0,232Np
8017.18,28.55,4550.34,53.51,,,13837.65,54.2,9447.52,88.6,12798.99,18.5,232Pu
7142.0,424.0,2258.0,301.0,,,17116.0,300.0,10808.0,304.0,15206.0,312.0,232Am
9029.0,362.0,3387.0,362.0,,,14091.0,242.0,9026.0,220.0,14563.0,208.0,232Cm
5224.1,24.04,,,11430.58,19.61,13177.0,299.0,11736.0,197.0,,,233Fr
4234.21,12.56,9027.74,16.41,7414.88,8.89,12964.29,11.57,9711.35,10.81,7933.0,196.0,233Ra
5917.7,18.44,6477.89,15.93,3359.44,52.62,13802.35,17.3,11655.78,16.62,7467.67,14.59,233Ac
4786.39,0.09,7711.67,13.12,-1320.05,50.37,13679.67,13.12,9757.39,15.9,9861.81,10.39,233Th
6528.48,7.64,5246.28,1.12,-5774.0,102.0,14384.39,1.03,11490.93,1.03,9297.49,15.89,233Pa
5761.67,2.49,6316.43,7.83,-10374.83,71.58,14205.58,2.44,9609.62,3.49,11702.98,2.05,233U
7482.0,112.0,3949.91,50.99,-14912.0,230.0,14853.38,51.0,11197.64,51.17,11421.38,51.05,233Np
6382.69,53.31,4597.0,112.0,,,15138.06,71.33,9679.53,71.85,14083.17,50.53,233Pu
8148.0,317.0,2389.0,103.0,,,15665.0,104.0,11193.0,103.0,13673.0,114.0,233Am
7090.0,214.0,3335.0,308.0,,,15595.0,308.0,9226.0,151.0,16006.02,73.05,233Cm
,,740.0,302.0,,,16302.0,374.0,,,15575.0,261.0,233Bk
5474.75,12.01,9278.39,21.28,8785.6,8.46,11568.6,16.29,9714.11,11.4,6123.0,298.0,234Ra
4538.16,19.11,6781.84,16.41,4886.32,16.3,15055.04,16.7,11488.76,18.01,8407.02,15.97,234Ac
6190.02,2.57,7983.99,13.3,263.04,7.21,12169.4,13.3,9714.21,13.3,8042.93,11.66,234Th
5221.87,4.06,5681.76,4.08,-4122.0,159.0,15602.94,4.08,11387.09,4.05,10222.47,13.67,234Pa
6845.47,2.0,6633.42,0.82,-8579.61,17.42,12909.2,7.59,9584.68,1.48,9975.54,0.69,234U
6065.04,51.65,4253.27,8.56,-13501.0,143.0,16056.15,8.47,11012.91,8.69,12176.87,8.45,234Np
7773.12,50.78,4887.59,51.42,,,13701.0,100.0,9589.51,50.99,12190.36,7.22,234Pu
6873.0,188.0,2880.0,166.0,,,16809.0,159.0,11016.0,160.0,14483.0,166.0,234Am
8640.69,73.61,3828.0,103.0,,,14096.0,300.0,9179.0,300.0,14062.03,28.43,234Cm
7477.0,265.0,1128.0,159.0,,,17854.0,247.0,11050.0,332.0,16692.0,332.0,234Bk
3872.0,300.0,,,10211.0,300.0,12920.0,301.0,9921.0,300.0,,,235Ra
5555.35,19.76,6862.44,16.29,6314.05,14.04,13733.9,16.41,11724.26,16.7,6930.72,19.76,235Ac
4666.58,13.3,8112.41,19.11,1835.34,24.31,13420.52,18.44,9727.39,18.44,9167.2,15.93,235Th
6121.34,14.56,5613.08,14.21,-2336.53,54.03,14267.99,14.04,11706.17,14.04,8780.88,19.11,235Pa
5297.5,0.23,6709.05,3.99,-7115.0,201.0,14140.18,0.8,9836.27,7.6,11118.46,0.9,235U
6983.08,8.37,4390.89,0.88,-11661.0,401.0,14834.74,2.16,11297.63,1.76,10742.88,7.63,235Np
6238.88,21.59,5061.43,22.12,,,14944.63,54.9,9687.0,102.0,13219.28,20.54,235Pu
7907.0,167.0,3013.51,52.62,,,15284.47,72.51,11126.34,55.06,12912.0,113.0,235Am
6762.0,202.0,3716.0,256.0,,,15481.0,225.0,9558.0,361.0,15317.0,202.0,235Cm
8823.0,425.0,1310.0,401.0,,,16121.0,407.0,11256.0,449.0,15011.0,500.0,235Bk
4207.48,40.67,7198.0,302.0,7842.81,63.25,15001.17,39.1,11750.99,39.15,7947.34,42.91,236Ac
5833.87,19.11,8390.93,19.76,3353.61,14.09,12124.81,19.76,9811.22,19.11,7567.54,16.41,236Th
5026.26,19.76,5972.77,19.11,-707.0,113.0,15431.75,14.21,11466.29,14.04,9672.32,19.11,236Pa
6545.52,0.26,7133.22,14.02,-5410.4,18.34,12816.53,3.99,9819.23,0.77,9359.33,0.88,236U
5736.25,50.42,4829.64,50.41,-10164.0,404.0,15943.96,50.41,11323.06,50.45,11535.11,50.42,236Np
7352.13,20.54,5430.49,1.76,,,13657.53,8.47,9817.06,50.99,11628.82,2.49,236Pu
6656.0,123.0,3431.0,114.0,,,16401.0,112.0,10853.0,123.0,13738.0,123.0,236Am
8250.0,202.0,4059.35,55.3,,,14105.0,160.0,9456.0,103.0,13449.68,53.56,236Cm
7233.0,566.0,1781.0,448.0,,,17528.0,401.0,11112.0,407.0,15925.0,413.0,236Bk
5272.0,401.0,,,9148.0,400.0,13601.0,500.0,11954.0,400.0,,,237Ac
4371.42,21.12,8554.87,41.34,4863.37,15.93,13308.74,21.12,9977.96,21.12,8670.86,17.92,237Th
5877.65,19.11,6016.55,19.11,958.0,61.0,14220.68,18.44,11778.66,13.3,8332.83,19.11,237Pa
5125.77,0.46,7232.73,14.02,-3856.89,70.97,13812.1,14.02,9915.33,4.02,10423.59,2.46,237U
