N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
128,89,217,Ac,-a,8703.673,11.389000000000001,7710.338000000001,0.052000000000000005,-3502.107,15.565999999999999,217009343.777,12.225999999999999,217Ac,13469.58,16.84,6192.33,13.36,9831.6,10.19,-8364.74,19.57,-1556.25,12.08,-9665.98,16.54,7512.04,15.72,1876.38,14.31,,,16880.74,13.66,13474.99,12.53,15308.78,14.25,-1876.38,-7512.04,-9190.353899999998,-6965.787899999999,-6338.874900000001,-5268.839399999999,-6192.33,-13469.58,9831.6,-4284.4535,-1876.38,-7512.04,-5287.474,-10448.3265,-4987.785099999999,-1472.3135000000002,-773.9035,-1876.38,348.1859999999997,-7512.04,-708.5589,1525.7104,-1254.8109999999997,3617.0944,-3520.699,13065.579399999999,17937.4849
127,90,217,Th,-a,12205.78,10.614,7690.594,0.049,-4862.63,19.132,217013103.444,11.394,217Th,14858.44,13.81,4905.9,13.06,9435.31,4.03,-10768.0,72.0,1625.73,13.74,-13664.75,54.57,6163.87,16.05,3227.59,15.17,,,16885.97,16.33,10625.98,18.67,17759.45,11.84,-3227.59,-6163.87,-9185.123899999999,-6960.5579,-9187.884900000001,-2818.169399999999,-4905.9,-14858.44,9435.31,-5644.9765,-3227.59,-6163.87,-3939.304,-14447.0965,-6376.6451,-1467.0835000000006,2408.0765,-3227.59,-1003.0240000000003,-6163.87,-703.3289000000004,2812.1404,93.35900000000038,2265.8844,-4881.222,14413.7494,16586.2749
126,91,217,Pa,-a,17068.41,15.918,7664.58,0.073,-5905.0,73.0,217018323.692,17.089000000000002,217Pa,16938.16,74.56,3540.15,20.14,8488.8,4.49,,,1635.04,19.24,-14069.26,32.28,8802.12,55.84,518.89,19.95,,,16857.63,18.21,11237.58,19.15,16270.96,22.05,-518.89,-8802.12,-9213.463899999999,-6988.8979,-8576.2849,-4306.6594000000005,-3540.15,-16938.16,8488.8,-6687.3465,-518.89,-8802.12,-6577.554000000001,-14851.6065,-8456.365099999999,-1495.4235000000008,2417.3865,-518.89,1705.676,-8802.12,-731.6689000000006,4177.8904,-2544.8910000000005,4974.5844,-5923.592,11775.499399999999,19294.9749
125,92,217,U,-a,22973.0,71.0,7634.0,0.0,,,217024663.0,77.0,217U,18092.0,114.0,2526.0,72.0,8428.0,71.0,,,5386.0,72.0,,,8164.0,77.0,2115.0,89.0,,,15820.0,102.0,8352.0,104.0,17925.0,72.0,-2115.0,-8164.0,-10251.0939,-8026.527900000001,-11461.8649,-2652.6193999999996,-2526.0,-18092.0,8428.0,,-2115.0,-8164.0,-5939.434,,-9610.2051,-2533.053500000002,6168.3465,-2115.0,109.5659999999998,-8164.0,-1769.2989000000016,5192.0404,-1906.7709999999997,3378.4744,,12413.6194,17698.8649
137,81,218,Tl,x,23180.0,400.0,7674.0,2.0,7727.0,499.0,218024885.0,429.0,218Tl,7680.0,499.0,,,,,9964.0,401.0,,,2869.0,499.0,3204.0,566.0,,,15082.0,400.0,14032.0,566.0,11836.0,566.0,,,,-3204.0,-12039.0939,-9814.527900000001,-7977.8649000000005,,,-7680.0,,6944.6535,,-3204.0,-979.4340000000002,2086.6535,801.7949000000008,-4321.053500000002,,,,-3204.0,-3557.2989000000016,,3053.2290000000003,,7708.408,17373.6194,
136,82,218,Pb,x,15453.0,298.0,7706.0,1.0,2237.0,299.0,218016590.0,320.0,218Pb,8169.0,357.0,18984.0,499.0,1851.0,499.0,7097.0,298.0,,,-1348.0,299.0,4858.0,422.0,10149.0,499.0,10236.0,298.0,11447.0,422.0,10406.0,422.0,4892.0,499.0,-10149.0,-4858.0,-14624.0939,-12399.527900000001,-9407.8649,-15685.6194,-18984.0,-8169.0,1851.0,1454.6535,-10149.0,-4858.0,-2633.434,-2130.3465,312.7949000000008,-6906.053500000002,,-10149.0,-7924.434,-4858.0,-6142.298900000002,-11265.9596,1399.2290000000003,-4655.5256,2218.408,15719.6194,9664.8649
135,83,218,Bi,x,13216.037,27.013,7712.826999999999,0.124,4859.1359999999995,27.085,218014188.0,29.0,218Bi,8800.59,29.23,16080.0,299.0,4327.0,197.0,5117.87,29.4,-12386.0,401.0,-738.8,27.79,3585.24,32.29,6313.0,299.0,6156.92,27.43,16447.0,197.0,13737.85,59.0,8951.0,299.0,-6313.0,-3585.24,-9624.0939,-7399.527900000001,-6076.0149,-11626.6194,-16080.0,-8800.59,4327.0,4076.7894999999994,-6313.0,-3585.24,-1360.674,-1521.1464999999998,-318.79509999999937,-1906.0535000000018,-11603.6535,-6313.0,-4088.434,-3585.24,-1142.2989000000016,-8361.9596,2671.9890000000005,-819.5255999999999,4840.544,16992.379399999998,13500.8649
134,84,218,Po,Other,8356.901,1.973,7731.528,0.009000000000000001,258.738,11.649000000000001,218008971.502,2.1180000000000003,218Po,9568.15,1.96,13701.0,196.0,6114.75,0.09,3139.55,2.92,-11172.0,298.0,-4109.05,5.18,5597.93,6.66,7662.03,17.81,1705.73,11.32,13193.72,11.35,11591.63,5.81,9661.06,52.48,-7662.03,-5597.93,-12877.3739,-10652.807900000002,-8222.234900000001,-10916.5594,-13701.0,-9568.15,6114.75,-523.6085,-7662.03,-5597.93,-3373.3640000000005,-4891.3965,-1086.3550999999989,-5159.3335000000025,-10389.6535,-7662.03,-5437.464,-5597.93,-4395.578900000002,-5982.9596,659.299,-2168.5555999999997,240.14600000000002,14979.6894,12151.834900000002
133,85,218,At,-a,8098.161999999999,11.604000000000001,7729.126,0.053,2880.816,11.705,218008693.735,12.456,218At,10301.14,12.06,12353.77,16.11,6874.0,3.0,1039.05,12.43,-7920.77,21.16,-3631.66,12.23,4367.79,12.58,5074.33,13.28,-2745.45,52.03,17026.55,11.67,13503.92,11.75,12115.24,12.86,-5074.33,-4367.79,-9044.5439,-6819.977900000002,-6309.9449,-8462.3794,-12353.77,-10301.14,6874.0,2098.4694999999997,-5074.33,-4367.79,-2143.224,-4414.0064999999995,-1819.3450999999986,-1326.5035000000025,-7138.423500000001,-5074.33,-2849.764,-4367.79,-562.7489000000023,-4635.729600000001,1889.4390000000003,419.14440000000013,2862.2239999999997,16209.829399999999,14739.5349
132,86,218,Rn,Other,5217.347,2.316,7738.7519999999995,0.011000000000000001,-1841.77,4.942,218005601.05200002,2.4859999999999998,218Rn,11178.16,6.23,11143.01,2.74,7262.48,1.85,-1433.82,11.3,-7955.14,6.9,-7168.56,6.67,6512.47,4.44,6466.26,5.4,-7149.39,10.75,13671.49,4.03,11337.16,7.06,11405.45,3.03,-6466.26,-6512.47,-12399.6039,-10175.037900000001,-8476.7049,-9172.169399999999,-11143.01,-11178.16,7262.48,-2624.1165,-6466.26,-6512.47,-4287.904,-7950.9065,-2696.365099999999,-4681.563500000002,-7172.793500000001,-6466.26,-4241.694,-6512.47,-3917.808900000002,-3424.9696000000004,-255.24099999999999,-972.7856000000002,-1860.362,14065.149399999998,13347.6049
131,87,218,Fr,-a,7059.116999999999,4.757,7726.715,0.022000000000000002,407.94699999999995,12.039000000000001,218007578.27400002,5.106,218Fr,12054.47,6.03,9775.49,5.78,8014.03,2.04,-3784.49,50.94,-4624.49,6.82,-6901.86,8.48,5326.79,7.85,3888.35,6.07,-11624.65,18.93,17517.06,7.48,13091.73,8.88,13961.27,8.19,-3888.35,-5326.79,-8554.033899999999,-6329.4679,-6722.134900000001,-6616.349399999999,-9775.49,-12054.47,8014.03,-374.39950000000005,-3888.35,-5326.79,-3102.224,-7684.206499999999,-3572.6750999999986,-835.9935000000005,-3842.1434999999997,-3888.35,-1663.784,-5326.79,-72.23890000000029,-2057.4496,930.4390000000003,1605.1244000000002,389.35499999999996,15250.829399999999,15925.5149
130,88,218,Ra,-a,6651.17,11.175999999999998,7724.9980000000005,0.051,-4192.439,51.931000000000004,218007140.325,11.997,218Ra,12782.54,14.09,8179.64,12.58,8546.0,6.36,-5715.57,15.33,-4296.3,11.83,-10123.82,15.92,7309.8,13.2,4952.39,12.84,-15243.44,17.65,14391.03,11.82,11197.16,13.12,13466.13,13.46,-4952.39,-7309.8,-11680.0639,-9455.4979,-8616.7049,-7111.4894,-8179.64,-12782.54,8546.0,-4974.7855,-4952.39,-7309.8,-5085.234,-10906.1665,-4300.7451,-3962.023500000001,-3513.9535,-4952.39,-2727.8240000000005,-7309.8,-3198.268900000001,-461.59960000000046,-1052.571,541.0843999999997,-4211.031,13267.8194,14861.474900000001
129,89,218,Ac,-a,10843.608999999999,50.74,7702.177,0.233,-1523.132,51.815,218011641.093,54.471000000000004,218Ac,13443.42,51.88,6705.28,50.89,9377.4,50.0,-7840.16,53.95,-759.95,51.13,-9433.49,51.84,5931.38,51.99,2335.02,51.22,,,18263.34,51.46,13173.93,51.28,16171.95,51.2,-2335.02,-5931.38,-7807.7539,-5583.187900000001,-6639.9349,-4405.669399999999,-6705.28,-13443.42,9377.4,-2305.4785,-2335.02,-5931.38,-3706.8140000000003,-10215.8365,-4961.625099999999,-89.71350000000166,22.396499999999946,-2335.02,-110.45400000000018,-5931.38,674.0410999999986,1012.7604000000001,325.84900000000016,3158.4544,-1541.7240000000002,14646.239399999999,17478.8449
128,90,218,Th,-a,12366.741000000002,10.515999999999998,7691.602,0.048,-6317.029,21.13,218013276.242,11.289000000000001,218Th,14074.23,15.98,5502.28,13.66,9849.09,9.11,-9527.87,17.28,-811.89,12.73,-12772.99,19.08,7910.36,14.94,3625.9,15.5,,,14933.15,15.1,11200.18,16.26,15479.4,12.97,-3625.9,-7910.36,-11137.9439,-8913.377900000001,-8613.6849,-5098.2194,-5502.28,-14074.23,9849.09,-7099.3755,-3625.9,-7910.36,-5685.794,-13555.3365,-5592.435099999999,-3419.903500000002,-29.543499999999995,-3625.9,-1401.3340000000003,-7910.36,-2656.148900000002,2215.7604,-1653.1309999999994,1867.5744,-6335.621,12667.259399999999,16187.9649
127,91,218,Pa,-a,18683.77,18.329,7659.036,0.084,-3210.8379999999997,22.888,218020057.853,19.676,218Pa,15258.08,56.58,4038.57,21.29,9815.0,10.0,,,2691.13,21.58,-12361.0,74.0,6455.96,24.22,810.98,21.18,,,19096.24,21.93,12626.24,20.35,18299.56,22.11,-810.98,-6455.96,-6974.853899999998,-4750.287899999999,-7187.624900000001,-2278.0593999999983,-4038.57,-15258.08,9815.0,-3993.1845,-810.98,-6455.96,-4231.394,-13143.3465,-6776.285099999999,743.1864999999998,3473.4765,-810.98,1413.5859999999998,-6455.96,1506.9411,3679.4703999999997,-198.73099999999977,4682.4944,-3229.43,14121.6594,19002.8849
126,92,218,U,-a,21894.607999999997,13.714,7640.719,0.063,,,218023504.82900003,14.722000000000001,218U,17314.38,31.24,2981.67,18.21,8774.81,8.63,,,2399.86,17.34,,,9150.0,73.0,2462.77,21.0,,,14806.2,55.25,8894.72,74.12,16619.42,16.32,-2462.77,-9150.0,-11264.8939,-9040.3279,-10919.144900000001,-3958.1994000000013,-2981.67,-17314.38,8774.81,,-2462.77,-9150.0,-6925.434,,-8832.5851,-3546.853500000001,3182.2065000000002,-2462.77,-238.20400000000018,-9150.0,-2783.098900000001,4736.3704,-2892.7709999999997,3030.7044,,11427.6194,17351.0949
137,82,219,Pb,x,20279.0,401.0,7686.0,2.0,3996.0,446.0,219021770.0,430.0,219Pb,8104.0,499.0,,,1646.0,566.0,7597.0,401.0,,,-1009.0,401.0,3246.0,499.0,10191.0,566.0,11449.0,401.0,12676.0,566.0,10425.0,499.0,6066.0,566.0,-10191.0,-3246.0,-13395.0939,-11170.527900000001,-9388.8649,-14511.6194,,-8104.0,1646.0,3213.6535,-10191.0,-3246.0,-1021.4340000000002,-1791.3465,377.7949000000008,-5677.053500000002,,-10191.0,-7966.434,-3246.0,-4913.298900000002,,3011.2290000000003,-4697.5256,3977.408,17331.6194,9622.8649
136,83,219,Bi,x,16283.0,196.0,7700.0,1.0,3601.0,196.0,219017480.0,210.0,219Bi,8590.0,196.0,16609.0,446.0,3947.0,357.0,5886.0,196.0,-14187.0,445.0,-146.0,196.0,5005.0,197.0,6460.0,357.0,7665.0,196.0,14753.0,357.0,13667.0,277.0,7211.0,357.0,-6460.0,-5005.0,-11318.0939,-9093.527900000001,-6146.8649000000005,-13366.6194,-16609.0,-8590.0,3947.0,2818.6535,-6460.0,-5005.0,-2780.434,-928.3465,-108.20509999999922,-3600.053500000002,-13404.6535,-6460.0,-4235.434,-5005.0,-2836.2989000000016,-8890.9596,1252.2290000000003,-966.5255999999999,3582.408,15572.6194,13353.8649
135,84,219,Po,x,12681.358999999999,15.835,7713.3330000000005,0.07200000000000001,2285.283,16.163,219013614.0,17.0,219Po,9344.79,17.13,14136.0,298.0,5914.2,50.0,3851.96,15.97,-10061.0,298.0,-3488.12,19.63,3746.86,15.96,7823.65,31.31,3287.08,17.86,14662.2,23.75,11671.42,19.38,10848.0,196.0,-7823.65,-3746.86,-11408.8939,-9184.3279,-8142.4449,-9729.6194,-14136.0,-9344.79,5914.2,1502.9364999999998,-7823.65,-3746.86,-1522.2940000000003,-4270.4664999999995,-862.9951000000001,-3690.853500000001,-9278.6535,-7823.65,-5599.084,-3746.86,-2927.098900000001,-6417.9596,2510.369,-2330.1755999999996,2266.691,16830.7594,11990.2149
134,85,219,At,Other,10396.076,3.237,7720.196,0.015,1566.675,2.947,219011160.647,3.4739999999999998,219At,10141.19,5.65,12911.83,17.99,6341.84,4.83,1778.31,7.56,-10108.93,27.21,-2892.59,3.91,5773.4,12.01,5249.79,3.52,-1173.4,50.6,15223.36,7.17,13477.71,3.41,10168.49,11.64,-5249.79,-5773.4,-10847.7339,-8623.1679,-6336.154900000001,-10409.1294,-12911.83,-10141.19,6341.84,784.3285,-5249.79,-5773.4,-3548.834,-3674.9365000000003,-1659.3950999999997,-3129.693500000001,-9326.5835,-5249.79,-3025.224,-5773.4,-2365.938900000001,-5193.7896,483.82900000000063,243.6844000000001,1548.0829999999999,14804.2194,14564.0749
133,86,219,Rn,Other,8829.402,2.1,7723.776999999999,0.01,211.635,7.058,219009478.753,2.254,219Rn,10971.73,4.6,11632.06,6.7,6946.19,0.31,-564.88,8.49,-6816.47,2.43,-6301.03,5.15,4459.26,3.02,6557.73,11.74,-5641.99,50.61,15145.57,5.02,11436.79,3.98,12693.38,2.27,-6557.73,-4459.26,-10925.5239,-8700.957900000001,-8377.0749,-7884.2394,-11632.06,-10971.73,6946.19,-570.7115,-6557.73,-4459.26,-2234.6940000000004,-7083.376499999999,-2489.935099999999,-3207.483500000002,-6034.123500000001,-6557.73,-4333.164,-4459.26,-2443.728900000002,-3914.0195999999996,1797.969,-1064.2555999999995,193.043,16118.3594,13256.134900000001
132,87,219,Fr,-a,8617.767,7.039,7721.170999999999,0.032,-776.515,10.772,219009251.553,7.556,219Fr,11839.46,9.51,10354.81,8.5,7448.61,1.82,-2951.71,50.97,-6769.37,13.51,-6104.72,13.14,6512.67,8.39,3888.55,7.29,-9922.36,51.99,15670.07,8.09,13228.95,9.15,12007.5,7.79,-3888.55,-6512.67,-10401.0239,-8176.457900000001,-6584.9149,-8570.1194,-10354.81,-11839.46,7448.61,-1558.8615,-3888.55,-6512.67,-4288.104,-6887.0665,-3357.6650999999983,-2682.983500000002,-5987.0235,-3888.55,-1663.9840000000004,-6512.67,-1919.2289000000019,-2636.7695999999996,-255.4409999999998,1604.9243999999999,-795.107,14064.9494,15925.314900000001
131,88,219,Ra,-a,9394.282,8.258,7714.053000000001,0.038,-2175.199,51.141999999999996,219010085.176,8.865,219Ra,12638.01,10.84,8842.16,9.13,8137.93,3.06,-5077.11,51.22,-3112.04,8.43,-9520.64,51.38,5328.21,13.8,4953.81,9.39,-13892.29,51.44,15790.5,10.41,11287.39,9.11,14787.82,10.08,-4953.81,-5328.21,-10280.5939,-8056.027900000001,-8526.474900000001,-5789.7994,-8842.16,-12638.01,8137.93,-2957.5455,-4953.81,-5328.21,-3103.6440000000002,-10302.986499999999,-4156.215099999999,-2562.553500000002,-2329.6935,-4953.81,-2729.2440000000006,-5328.21,-1798.7989000000016,-1124.1196,929.0190000000002,539.6643999999997,-2193.791,15249.4094,14860.0549
130,89,219,Ac,-a,11569.48,50.497,7700.549,0.231,-2901.91,71.425,219012420.348,54.21,219Ac,13276.83,51.75,7323.05,50.88,8826.5,50.0,-6970.65,72.14,-2778.61,50.68,-8868.58,51.58,7345.45,71.57,2370.66,51.69,-17887.17,101.77,16390.63,50.98,13142.46,51.22,14244.93,50.63,-2370.66,-7345.45,-9680.463899999999,-7455.8979,-6671.404900000001,-6332.689399999999,-7323.05,-13276.83,8826.5,-3684.2565,-2370.66,-7345.45,-5120.884,-9650.9265,-4795.035099999999,-1962.4235000000008,-1996.2635,-2370.66,-146.09400000000005,-7345.45,-1198.6689000000006,394.9903999999997,-1088.2209999999995,3122.8144,-2920.502,13232.169399999999,17443.2049
129,90,219,Th,-a,14471.39,50.576,7683.725,0.231,-4068.741,72.192,219015535.67700002,54.295,219Th,13877.02,51.68,5996.21,51.06,9512.74,50.0,-8815.18,71.67,531.25,51.77,-12283.7,53.79,5966.67,51.65,3661.19,71.62,,,16478.52,51.83,11191.05,51.72,16826.71,51.3,-3661.19,-5966.67,-9592.5739,-7368.0079000000005,-8622.814900000001,-3750.9094000000005,-5996.21,-13877.02,9512.74,-4851.0875,-3661.19,-5966.67,-3742.1040000000003,-13066.0465,-5395.2251,-1874.5335000000014,1313.5965,-3661.19,-1436.6240000000003,-5966.67,-1110.7789000000012,1721.8303999999998,290.5590000000002,1832.2844,-4087.333,14610.9494,16152.6749
128,91,219,Pa,-a,18540.131,51.516000000000005,7661.5740000000005,0.235,-4746.439,72.333,219019903.65,55.303999999999995,219Pa,14670.91,53.9,4741.48,52.76,10084.6,50.0,-10916.52,102.28,407.55,72.31,-11425.79,53.31,8214.96,54.67,1115.58,52.58,,,17045.16,52.6,13105.85,52.9,16042.14,52.64,-1115.58,-8214.96,-9025.9339,-6801.367900000001,-6708.0149,-4535.4794,-4741.48,-14670.91,10084.6,-5528.7855,-1115.58,-8214.96,-5990.393999999999,-12208.1365,-6189.115099999999,-1307.893500000002,1189.8965,-1115.58,1108.9859999999999,-8214.96,-544.1389000000017,2976.5604000000003,-1957.7309999999989,4377.8944,-4765.031,12362.6594,18698.2849
127,92,219,U,-a,23286.569,50.775,7636.329000000001,0.23199999999999998,-6170.085999999999,101.905,219024999.16099998,54.50899999999999,219U,15830.0,88.0,3497.15,51.87,9940.07,50.0,,,3630.86,51.85,,,6679.36,52.59,2686.17,53.98,,,16928.97,53.21,10351.41,73.78,18634.64,52.18,-2686.17,-6679.36,-9142.123899999999,-6917.5579,-9462.4549,-1942.9794000000002,-3497.15,-15830.0,9940.07,-6952.432499999999,-2686.17,-6679.36,-4454.794,,-7348.205099999999,-1424.0835000000006,4413.2065,-2686.17,-461.60400000000027,-6679.36,-660.3289000000004,4220.8904,-422.1309999999994,2807.3044,-6188.677999999999,13898.259399999999,17127.694900000002
126,93,219,Np,-a,29456.655,88.354,7604.5830000000005,0.40299999999999997,,,219031623.021,94.851,219Np,,,2189.7,89.78,9167.8,50.0,,,3483.91,90.23,,,,,-273.08,89.41,,,17194.0,114.0,11254.36,92.71,17303.84,103.3,273.08,,-8877.0939,-6652.527900000001,-8559.5049,-3273.7793999999994,-2189.7,,9167.8,,273.08,,,,,-1159.0535000000018,4266.2564999999995,273.08,2497.6459999999997,,-395.2989000000016,5528.3404,,5766.5544,,,20086.944900000002
138,82,220,Pb,x,23669.0,401.0,7672.0,2.0,2850.0,499.0,220025410.0,430.0,220Pb,7927.0,499.0,,,1385.0,566.0,8406.0,401.0,,,-685.0,446.0,4681.0,566.0,,,13057.0,401.0,11200.0,566.0,10220.0,566.0,,,,-4681.0,-14871.0939,-12646.527900000001,-9593.8649,,,-7927.0,1385.0,2067.6535,,-4681.0,-2456.434,-1467.3465,554.7949000000008,-7153.053500000002,,,,-4681.0,-6389.298900000002,,1576.2290000000003,,2831.408,15896.6194,
137,83,220,Bi,x,20819.0,298.0,7682.0,1.0,5555.0,299.0,220022350.0,320.0,220Bi,8540.0,299.0,16939.0,499.0,3676.0,422.0,6443.0,298.0,,,66.0,298.0,3535.0,357.0,6749.0,499.0,9337.0,298.0,16076.0,422.0,13443.0,422.0,8152.0,499.0,-6749.0,-3535.0,-9995.0939,-7770.527900000001,-6370.8649000000005,-12425.6194,-16939.0,-8540.0,3676.0,4772.6535,-6749.0,-3535.0,-1310.4340000000002,-716.3465,-58.20509999999922,-2277.053500000002,,-6749.0,-4524.434,-3535.0,-1513.2989000000016,-9220.9596,2722.2290000000003,-1255.5256,5536.408,17042.6194,13064.8649
136,84,220,Po,x,15263.461000000001,17.698,7703.224,0.08,887.7139999999999,22.549,220016386.0,19.0,220Po,9236.07,17.81,14768.0,299.0,5359.0,196.0,4651.38,17.79,-12304.0,401.0,-3203.93,17.99,5489.22,23.75,8308.0,196.0,4993.22,19.52,12758.23,32.29,11397.55,25.03,8670.0,299.0,-8308.0,-5489.22,-13312.8639,-11088.297900000001,-8416.314900000001,-11907.6194,-14768.0,-9236.07,5359.0,105.36749999999995,-8308.0,-5489.22,-3264.6540000000005,-3986.2765,-754.2750999999989,-5594.823500000002,-11521.6535,-8308.0,-6083.434,-5489.22,-4831.068900000002,-7049.9596,768.009,-2814.5256,869.122,15088.399399999998,11505.8649
135,85,220,At,x,14375.747,13.972000000000001,7703.703,0.064,3763.67,14.09,220015433.0,15.0,220At,9865.05,18.16,13418.23,30.41,6076.84,17.89,2893.43,14.54,-9196.0,196.0,-2524.97,14.13,4091.65,14.34,5594.58,21.12,632.06,15.26,16729.65,14.11,13356.28,15.43,11292.19,22.55,-5594.58,-4091.65,-9341.443899999998,-7116.8778999999995,-6457.5849,-9285.429399999999,-13418.23,-9865.05,6076.84,2981.3235,-5594.58,-4091.65,-1867.0840000000003,-3307.3165,-1383.2550999999985,-1623.4035000000003,-8413.6535,-5594.58,-3370.014,-4091.65,-859.6489000000001,-5700.1896,2165.579,-101.10559999999987,3745.078,16485.969399999998,14219.2849
134,86,220,Rn,Other,10612.077,1.815,7717.254,0.008,-870.242,4.026,220011392.534,1.9480000000000002,220Rn,10747.9,2.74,12322.76,1.96,6404.74,0.1,341.83,8.37,-9358.25,15.94,-6077.01,7.15,6288.64,2.27,7072.97,3.41,-4057.02,22.22,13224.72,11.67,11081.5,5.11,10374.96,6.63,-7072.97,-6288.64,-12846.3739,-10621.807900000002,-8732.3649,-10202.6594,-12322.76,-10747.9,6404.74,-1652.5884999999998,-7072.97,-6288.64,-4064.0740000000005,-6859.3565,-2266.105099999999,-5128.3335000000025,-8575.9035,-7072.97,-4848.404,-6288.64,-4364.578900000002,-4604.7196,-31.411000000000058,-1579.4956000000002,-888.834,14288.9794,12740.8949
133,87,220,Fr,-a,11482.32,4.0280000000000005,7709.741999999999,0.018000000000000002,1212.075,9.061,220012326.778,4.324,220Fr,11719.43,6.08,11193.78,12.21,6800.74,1.86,-2261.36,7.2,-6202.73,5.06,-5983.28,9.08,5206.76,8.01,4636.05,4.39,-8736.0,51.0,16975.78,4.43,12687.87,5.65,12734.09,6.31,-4636.05,-5206.76,-9095.313900000001,-6870.747900000002,-7125.9949,-7843.529399999999,-11193.78,-11719.43,6800.74,429.72850000000005,-4636.05,-5206.76,-2982.1940000000004,-6765.626499999999,-3237.6350999999995,-1377.273500000003,-5420.3835,-4636.05,-2411.4840000000004,-5206.76,-613.5189000000028,-3475.739600000001,1050.469,857.4243999999999,1193.483,15370.8594,15177.814900000001
132,88,220,Ra,-a,10270.245,8.237,7711.696,0.037000000000000005,-3473.437,10.141,220011025.562,8.843,220Ra,12523.56,13.79,9525.04,8.41,7592.46,5.65,-4398.85,23.59,-5848.13,8.47,-9370.55,51.14,7195.35,11.55,5636.49,10.76,-12663.0,101.0,13921.93,9.38,10819.71,10.39,12258.15,9.11,-5636.49,-7195.35,-12149.1639,-9924.5979,-8994.154900000001,-8319.4694,-9525.04,-12523.56,7592.46,-4255.7835,-5636.49,-7195.35,-4970.784000000001,-10152.896499999999,-4041.7650999999987,-4431.1235000000015,-5065.7835000000005,-5636.49,-3411.924,-7195.35,-3667.3689000000013,-1806.999600000001,-938.1210000000001,-143.01559999999972,-3492.029,13382.2694,14177.3749
131,89,220,Ac,-a,13743.681999999999,6.129,7692.351,0.027999999999999997,-925.4169999999999,22.941,220014754.45,6.579,220Ac,13242.56,51.08,7893.38,7.52,8347.82,4.49,-6475.0,52.0,-2163.05,9.24,-8799.02,50.92,5897.11,50.83,2939.57,10.16,-16567.0,196.0,17803.32,12.64,12718.08,9.32,15075.49,8.75,-2939.57,-5897.11,-8267.7739,-6043.207900000001,-7095.784900000001,-5502.1294,-7893.38,-13242.56,8347.82,-1707.7635,-2939.57,-5897.11,-3672.544,-9581.3665,-4760.765099999999,-549.7335000000021,-1380.7035,-2939.57,-715.0040000000004,-5897.11,214.0210999999981,-175.33960000000025,360.1190000000006,2553.9044,-944.0089999999999,14680.509399999999,16874.2949
130,90,220,Th,-a,14669.1,22.166,7684.589,0.10099999999999999,-5549.0,56.0,220015747.926,23.795,220Th,13840.28,24.53,6560.01,24.77,8953.11,20.37,-8264.0,103.0,-2014.15,23.6,-11942.35,56.08,7873.61,55.2,4189.35,55.12,,,14536.3,55.35,10829.48,24.9,14425.84,23.25,-4189.35,-7873.61,-11534.7939,-9310.227900000002,-8984.384900000001,-6151.779399999999,-6560.01,-13840.28,8953.11,-6331.3465,-4189.35,-7873.61,-5649.044,-12724.6965,-5358.4851,-3816.7535000000025,-1231.8035,-4189.35,-1964.7840000000006,-7873.61,-3052.9989000000023,1158.0303999999996,-1616.3809999999994,1304.1243999999997,-5567.592,12704.009399999999,15624.5149
129,91,220,Pa,-a,20218.0,51.0,7656.0,0.0,-2715.0,113.0,220021705.0,55.0,220Pa,14608.0,54.0,5203.0,72.0,9649.0,50.0,-10093.0,202.0,1360.0,72.0,-11140.0,72.0,6393.0,73.0,1542.0,72.0,,,18562.0,52.0,12877.0,52.0,17161.0,52.0,-1542.0,-6393.0,-7509.0939,-5284.527900000001,-6936.8649000000005,-3416.6193999999996,-5203.0,-14608.0,9649.0,-3497.3465,-1542.0,-6393.0,-4168.434,-11922.3465,-6126.205099999999,208.9464999999982,2142.3465,-1542.0,682.5659999999998,-6393.0,972.7010999999984,2515.0404,-135.77099999999973,3951.4744,-2733.592,14184.6194,18271.8649
