#  Theoretical Giant Dipole Resonance parameters
#  Z   A El    Eta    E1     W1     E2     W2
#                   [MeV]  [MeV]  [MeV]  [MeV] 
#--------------------------------------------------
  98 249 Cf  1.318  10.73   2.39  13.84   3.81
  98 250 Cf  1.293  10.86   2.42  13.75   3.79
  98 251 Cf  1.293  10.84   2.43  13.73   3.81
  98 252 Cf  1.293  10.83   2.43  13.72   3.83
  98 253 Cf  1.301  10.77   2.42  13.72   3.87
  98 254 Cf  1.265  10.96   2.47  13.60   3.84
  98 255 Cf  1.265  10.94   2.48  13.59   3.86
  98 256 Cf  1.265  10.93   2.48  13.57   3.87
  98 257 Cf  1.265  10.91   2.48  13.55   3.88
  98 258 Cf  1.265  10.90   2.48  13.53   3.89
  98 259 Cf  1.249  10.98   2.50  13.47   3.87
  98 260 Cf  1.249  10.96   2.50  13.45   3.86
  98 261 Cf  1.241  10.99   2.53  13.41   3.92
  98 262 Cf  1.241  10.98   2.55  13.39   3.97
  98 263 Cf  1.213  11.13   2.61  13.29   3.98
  98 264 Cf  1.206  11.16   2.63  13.25   4.02
  98 265 Cf  1.206  11.14   2.65  13.23   4.06
  98 266 Cf  1.206  11.13   2.66  13.21   4.10
  98 267 Cf  1.177  11.28   2.73  13.11   4.14
  98 268 Cf  1.503   9.55   2.25  13.93   4.53
  98 269 Cf  1.503   9.54   2.26  13.91   4.56
  98 270 Cf  1.503   9.53   2.26  13.89   4.59
  98 271 Cf  1.139  11.46   2.78  12.92   4.04
  98 272 Cf  1.127  11.52   2.84  12.86   4.11
  98 273 Cf  1.118  11.57   2.90  12.81   4.18
  98 274 Cf  1.098  12.38   4.64  12.38   4.64
  98 275 Cf  1.095  12.36   4.77  12.36   4.77
  98 276 Cf  1.058  12.34   4.95  12.34   4.95
  98 277 Cf  1.058  12.33   4.67  12.33   4.67
  98 278 Cf  1.000  12.31   4.42  12.31   4.42
  98 279 Cf  1.000  12.29   4.21  12.29   4.21
  98 280 Cf  1.000  12.27   4.05  12.27   4.05
  98 281 Cf  1.027  12.26   3.91  12.26   3.91
  98 282 Cf  1.000  12.24   3.82  12.24   3.82
  98 283 Cf  1.002  12.22   3.93  12.22   3.93
  98 284 Cf  1.000  12.20   4.09  12.20   4.09
  98 285 Cf  1.016  12.19   4.23  12.19   4.23
  98 286 Cf  1.008  12.17   4.45  12.17   4.45
  98 287 Cf  1.002  12.15   4.71  12.15   4.71
  98 288 Cf  1.162  12.10   4.55  12.10   4.55
  98 289 Cf  1.197  12.08   4.59  12.08   4.59
  98 290 Cf  1.224  12.06   4.57  12.06   4.57
  98 291 Cf  1.231  10.56   2.72  12.79   4.38
  98 292 Cf  1.259  10.39   2.65  12.84   4.35
  98 293 Cf  1.259  10.37   2.64  12.82   4.33
  98 294 Cf  1.258  10.37   2.66  12.82   4.46
  98 295 Cf  1.272  10.28   2.60  12.82   4.34
  98 296 Cf  1.288  10.18   2.58  12.86   4.41
  98 297 Cf  1.280  10.21   2.56  12.81   4.29
  98 298 Cf  1.288  10.15   2.53  12.82   4.28
  98 299 Cf  1.297  10.09   2.51  12.82   4.29
  98 300 Cf  1.279  10.18   2.52  12.76   4.22
  98 301 Cf  1.297  10.06   2.44  12.78   4.07
  98 302 Cf  1.287  10.10   2.45  12.74   4.07
  98 303 Cf  1.287  10.08   2.42  12.72   3.99
  98 304 Cf  1.287  10.07   2.39  12.71   3.90
  98 305 Cf  1.287  10.05   2.37  12.68   3.86
  98 306 Cf  1.272  10.12   2.39  12.63   3.87
  98 307 Cf  1.272  10.11   2.38  12.61   3.85
  98 308 Cf  1.272  10.09   2.37  12.59   3.82
  98 309 Cf  1.280  10.03   2.36  12.59   3.83
  98 310 Cf  1.280  10.02   2.35  12.57   3.81
  98 311 Cf  1.280  10.00   2.35  12.55   3.80
  98 312 Cf  1.249  10.15   2.39  12.45   3.80
  98 313 Cf  1.249  10.13   2.39  12.43   3.79
  99 236 Es  1.342  10.76   2.48  14.12   4.16
  99 237 Es  1.319  10.87   2.50  14.04   4.09
  99 238 Es  1.319  10.86   2.48  14.02   4.05
  99 239 Es  1.319  10.85   2.47  14.01   4.00
  99 240 Es  1.319  10.84   2.45  13.99   3.95
  99 241 Es  1.319  10.83   2.43  13.98   3.89
  99 242 Es  1.329  10.76   2.42  13.99   3.91
  99 243 Es  1.329  10.75   2.41  13.97   3.88
  99 244 Es  1.329  10.74   2.40  13.95   3.87
  99 245 Es  1.329  10.72   2.39  13.94   3.84
  99 246 Es  1.329  10.71   2.39  13.92   3.82
  99 247 Es  1.318  10.76   2.39  13.88   3.82
  99 248 Es  1.318  10.74   2.39  13.86   3.81
  99 249 Es  1.318  10.73   2.38  13.84   3.79
  99 250 Es  1.318  10.72   2.39  13.83   3.80
  99 251 Es  1.293  10.85   2.42  13.74   3.79
  99 252 Es  1.293  10.83   2.42  13.72   3.81
  99 253 Es  1.293  10.82   2.43  13.71   3.83
  99 254 Es  1.301  10.76   2.42  13.71   3.86
  99 255 Es  1.301  10.74   2.42  13.69   3.88
  99 256 Es  1.265  10.93   2.47  13.57   3.85
  99 257 Es  1.265  10.92   2.47  13.56   3.86
  99 258 Es  1.265  10.90   2.48  13.54   3.87
  99 259 Es  1.265  10.89   2.48  13.52   3.88
  99 260 Es  1.249  10.97   2.49  13.46   3.85
  99 261 Es  1.265  10.86   2.48  13.49   3.89
  99 262 Es  1.241  10.99   2.53  13.40   3.90
  99 263 Es  1.241  10.97   2.54  13.38   3.96
  99 264 Es  1.213  11.12   2.60  13.28   3.96
  99 265 Es  1.241  10.94   2.58  13.35   4.08
  99 266 Es  1.206  11.14   2.64  13.22   4.03
  99 267 Es  1.206  11.12   2.65  13.21   4.07
  99 268 Es  1.206  11.11   2.67  13.19   4.14
  99 269 Es  1.483   9.64   2.26  13.88   4.39
  99 270 Es  1.503   9.54   2.25  13.90   4.53
  99 271 Es  1.503   9.52   2.26  13.88   4.56
  99 272 Es  1.139  11.46   2.78  12.91   4.04
  99 273 Es  1.127  11.52   2.84  12.85   4.10
  99 274 Es  1.123  11.53   2.87  12.83   4.16
  99 275 Es  1.098  12.38   4.61  12.38   4.61
  99 276 Es  1.098  12.36   4.70  12.36   4.70
  99 277 Es  1.085  12.34   4.80  12.34   4.80
  99 278 Es  1.058  12.32   4.89  12.32   4.89
  99 279 Es  1.000  12.31   4.53  12.31   4.53
  99 280 Es  1.000  12.29   4.28  12.29   4.28
  99 281 Es  1.000  12.27   4.11  12.27   4.11
  99 282 Es  1.000  12.25   3.98  12.25   3.98
  99 283 Es  1.000  12.24   3.86  12.24   3.86
  99 284 Es  1.011  12.22   3.99  12.22   3.99
  99 285 Es  1.000  12.20   4.15  12.20   4.15
  99 286 Es  1.000  12.18   4.34  12.18   4.34
  99 287 Es  1.000  12.17   4.58  12.17   4.58
  99 288 Es  1.000  12.15   4.95  12.15   4.95
  99 289 Es  1.162  12.10   4.64  12.10   4.64
  99 290 Es  1.197  12.08   4.60  12.08   4.60
  99 291 Es  1.231  10.58   2.72  12.81   4.38
  99 292 Es  1.231  10.56   2.72  12.79   4.38
  99 293 Es  1.243  10.49   2.71  12.81   4.45
  99 294 Es  1.259  10.37   2.64  12.82   4.33
  99 295 Es  1.251  10.42   2.68  12.79   4.42
  99 296 Es  1.258  10.36   2.66  12.80   4.45
  99 297 Es  1.266  10.30   2.64  12.80   4.46
  99 298 Es  1.288  10.17   2.56  12.84   4.37
  99 299 Es  1.297  10.11   2.51  12.85   4.30
  99 300 Es  1.297  10.09   2.47  12.83   4.17
  99 301 Es  1.287  10.14   2.48  12.79   4.18
  99 302 Es  1.287  10.12   2.45  12.77   4.08
  99 303 Es  1.287  10.11   2.42  12.75   4.00
  99 304 Es  1.296  10.04   2.39  12.75   3.97
  99 305 Es  1.287  10.07   2.37  12.71   3.84
  99 306 Es  1.287  10.06   2.36  12.69   3.81
 100 228 Fm  1.627   9.48   2.34  14.89   5.69
 100 229 Fm  1.627   9.47   2.30  14.88   5.46
 100 230 Fm  1.627   9.46   2.26  14.87   5.30
 100 231 Fm  1.627   9.45   2.24  14.85   5.18
 100 232 Fm  1.319  10.93   2.64  14.11   4.53
 100 233 Fm  1.319  10.92   2.61  14.10   4.44
 100 234 Fm  1.319  10.91   2.58  14.08   4.36
 100 235 Fm  1.319  10.90   2.56  14.07   4.30
 100 236 Fm  1.319  10.88   2.54  14.05   4.23
 100 237 Fm  1.319  10.87   2.52  14.04   4.17
 100 238 Fm  1.319  10.86   2.50  14.02   4.10
 100 239 Fm  1.319  10.85   2.48  14.01   4.06
 100 240 Fm  1.319  10.84   2.47  13.99   4.01
 100 241 Fm  1.319  10.82   2.45  13.97   3.95
 100 242 Fm  1.329  10.76   2.42  13.99   3.92
 100 243 Fm  1.329  10.75   2.42  13.97   3.91
 100 244 Fm  1.329  10.74   2.41  13.95   3.88
 100 245 Fm  1.305  10.86   2.44  13.87   3.87
 100 246 Fm  1.305  10.85   2.43  13.86   3.85
 100 247 Fm  1.318  10.76   2.40  13.88   3.84
 100 248 Fm  1.318  10.75   2.39  13.86   3.81
 100 249 Fm  1.318  10.73   2.39  13.85   3.80
 100 250 Fm  1.318  10.72   2.38  13.83   3.78
 100 251 Fm  1.301  10.80   2.40  13.77   3.78
 100 252 Fm  1.301  10.79   2.40  13.75   3.77
 100 253 Fm  1.293  10.82   2.42  13.71   3.79
 100 254 Fm  1.301  10.76   2.41  13.71   3.82
 100 255 Fm  1.265  10.95   2.46  13.60   3.80
 100 256 Fm  1.265  10.94   2.46  13.58   3.81
 100 257 Fm  1.265  10.92   2.46  13.56   3.83
 100 258 Fm  1.265  10.91   2.47  13.55   3.83
 100 259 Fm  1.249  10.99   2.48  13.48   3.82
 100 260 Fm  1.249  10.97   2.48  13.46   3.82
 100 261 Fm  1.249  10.96   2.48  13.45   3.82
 100 262 Fm  1.249  10.95   2.48  13.43   3.81
 100 263 Fm  1.241  10.98   2.52  13.39   3.87
 100 264 Fm  1.227  11.04   2.54  13.33   3.90
 100 265 Fm  1.227  11.03   2.56  13.31   3.95
 100 266 Fm  1.213  11.10   2.59  13.25   3.96
 100 267 Fm  1.191  11.22   2.63  13.17   3.95
 100 268 Fm  1.184  11.25   2.66  13.13   3.97
 100 269 Fm  1.177  11.27   2.69  13.10   4.02
 100 270 Fm  1.503   9.55   2.24  13.92   4.47
 100 271 Fm  1.503   9.53   2.24  13.90   4.49
 100 272 Fm  1.503   9.52   2.25  13.88   4.52
 100 273 Fm  1.143  11.43   2.76  12.91   4.02
 100 274 Fm  1.531   9.37   2.24  13.90   4.69
 100 275 Fm  1.123  11.52   2.87  12.82   4.15
 100 276 Fm  1.098  12.37   4.59  12.37   4.59
 100 277 Fm  1.098  12.35   4.67  12.35   4.67
 100 278 Fm  1.085  12.34   4.79  12.34   4.79
 100 279 Fm  1.054  12.32   4.93  12.32   4.93
 100 280 Fm  1.054  12.30   4.48  12.30   4.48
 100 281 Fm  1.000  12.29   4.34  12.29   4.34
 100 282 Fm  1.000  12.27   4.15  12.27   4.15
 100 283 Fm  1.027  12.25   3.99  12.25   3.99
 100 284 Fm  1.000  12.23   3.90  12.23   3.90
 100 285 Fm  1.002  12.22   4.02  12.22   4.02
 100 286 Fm  1.000  12.20   4.20  12.20   4.20
 100 287 Fm  1.016  12.18   4.37  12.18   4.37
 100 288 Fm  1.000  12.16   4.68  12.16   4.68
 100 289 Fm  1.140  12.12   4.44  12.12   4.44
 100 290 Fm  1.162  12.10   4.64  12.10   4.64
 100 291 Fm  1.197  12.08   4.60  12.08   4.60
 100 292 Fm  1.214  10.68   2.78  12.77   4.45
 100 293 Fm  1.231  10.56   2.71  12.79   4.37
 100 294 Fm  1.243  10.49   2.71  12.81   4.44
 100 295 Fm  1.259  10.37   2.64  12.82   4.33
 100 296 Fm  1.305  10.14   2.63  12.95   4.75
 100 297 Fm  1.258  10.36   2.65  12.80   4.44
 100 298 Fm  1.305  10.11   2.61  12.92   4.71
 100 299 Fm  1.288  10.17   2.54  12.84   4.29
 100 300 Fm  1.296  10.12   2.54  12.85   4.41
 100 301 Fm  1.279  10.20   2.49  12.79   4.14
 100 302 Fm  1.287  10.14   2.46  12.79   4.12
 100 303 Fm  1.287  10.12   2.44  12.77   4.04
 100 304 Fm  1.287  10.11   2.41  12.75   3.97
 100 305 Fm  1.296  10.05   2.38  12.76   3.94
 100 306 Fm  1.272  10.16   2.40  12.68   3.87
 100 307 Fm  1.287  10.06   2.35  12.69   3.78
 100 308 Fm  1.272  10.13   2.36  12.64   3.77
 100 309 Fm  1.272  10.12   2.35  12.62   3.75
 100 310 Fm  1.280  10.06   2.33  12.62   3.75
 100 311 Fm  1.280  10.04   2.33  12.60   3.74
 100 312 Fm  1.249  10.19   2.37  12.50   3.71
 100 313 Fm  1.249  10.17   2.36  12.48   3.69
 100 314 Fm  1.249  10.16   2.35  12.47   3.67
 100 315 Fm  1.257  10.10   2.33  12.47   3.67
 100 316 Fm  1.257  10.08   2.33  12.45   3.65
 100 317 Fm  1.257  10.07   2.32  12.43   3.64
 100 318 Fm  1.257  10.05   2.32  12.41   3.63
 100 319 Fm  1.241  10.12   2.33  12.35   3.60
 101 241 Md  1.305  10.91   2.50  13.93   4.06
 101 242 Md  1.305  10.89   2.48  13.92   4.00
 101 243 Md  1.305  10.88   2.46  13.90   3.94
 101 244 Md  1.305  10.87   2.46  13.89   3.92
 101 245 Md  1.305  10.86   2.45  13.87   3.90
 101 246 Md  1.305  10.85   2.44  13.86   3.88
 101 247 Md  1.305  10.83   2.43  13.84   3.86
 101 248 Md  1.318  10.75   2.40  13.86   3.85
 101 249 Md  1.293  10.88   2.43  13.78   3.81
 101 250 Md  1.293  10.86   2.42  13.76   3.79
 101 251 Md  1.293  10.85   2.42  13.74   3.77
 101 252 Md  1.301  10.79   2.40  13.75   3.79
 101 253 Md  1.301  10.78   2.39  13.74   3.78
 101 254 Md  1.301  10.76   2.40  13.72   3.81
 101 255 Md  1.265  10.95   2.45  13.60   3.78
 101 256 Md  1.265  10.94   2.46  13.58   3.79
 101 257 Md  1.265  10.93   2.46  13.57   3.80
 101 258 Md  1.265  10.91   2.46  13.55   3.81
 101 259 Md  1.257  10.95   2.46  13.51   3.79
 101 260 Md  1.257  10.93   2.46  13.49   3.79
 101 261 Md  1.257  10.92   2.46  13.48   3.79
 101 262 Md  1.257  10.91   2.46  13.46   3.79
 101 263 Md  1.249  10.94   2.47  13.42   3.79
 101 264 Md  1.249  10.92   2.49  13.40   3.85
 101 265 Md  1.249  10.91   2.51  13.39   3.92
 101 266 Md  1.227  11.02   2.54  13.31   3.91
 101 267 Md  1.220  11.05   2.57  13.27   3.94
 101 268 Md  1.220  11.04   2.58  13.25   3.98
 101 269 Md  1.206  11.11   2.62  13.19   4.00
 101 270 Md  1.177  11.27   2.67  13.09   3.99
 101 271 Md  1.177  11.25   2.69  13.07   4.02
 101 272 Md  1.503   9.53   2.24  13.89   4.48
 101 273 Md  1.503   9.51   2.24  13.87   4.50
 101 274 Md  1.143  11.42   2.76  12.91   4.02
 101 275 Md  1.134  11.46   2.81  12.86   4.07
 101 276 Md  1.127  11.50   2.85  12.83   4.14
 101 277 Md  1.102  12.37   4.56  12.37   4.56
 101 278 Md  1.098  12.35   4.65  12.35   4.65
 101 279 Md  1.091  12.33   4.78  12.33   4.78
 101 280 Md  1.054  12.32   4.93  12.32   4.93
 101 281 Md  1.054  12.30   4.53  12.30   4.53
 101 282 Md  1.000  12.28   4.40  12.28   4.40
 101 283 Md  1.000  12.26   4.20  12.26   4.20
 101 284 Md  1.027  12.25   4.01  12.25   4.01
 101 285 Md  1.000  12.23   3.93  12.23   3.93
 101 286 Md  1.002  12.21   4.05  12.21   4.05
 101 287 Md  1.000  12.20   4.25  12.20   4.25
 101 288 Md  1.016  12.18   4.42  12.18   4.42
 101 289 Md  1.016  12.16   4.69  12.16   4.69
 101 290 Md  1.140  12.12   4.52  12.12   4.52
 101 291 Md  1.149  12.11   4.75  12.11   4.75
 101 292 Md  1.203  12.08   4.62  12.08   4.62
 101 293 Md  1.318  10.13   2.65  13.06   4.93
 101 294 Md  1.318  10.11   2.64  13.05   4.91
 101 295 Md  1.305  10.17   2.64  12.99   4.80
 101 296 Md  1.305  10.15   2.64  12.97   4.78
 101 297 Md  1.305  10.14   2.63  12.96   4.75
 101 298 Md  1.318  10.06   2.60  12.97   4.78
 101 299 Md  1.305  10.11   2.60  12.92   4.67
 101 300 Md  1.296  10.14   2.56  12.87   4.48
 101 301 Md  1.296  10.13   2.52  12.86   4.36
 101 302 Md  1.296  10.11   2.49  12.84   4.26
 101 303 Md  1.296  10.10   2.46  12.82   4.17
 101 304 Md  1.280  10.17   2.46  12.76   4.11
 101 305 Md  1.272  10.20   2.44  12.72   4.01
 101 306 Md  1.280  10.14   2.41  12.72   3.96
 101 307 Md  1.272  10.16   2.39  12.68   3.84
 101 308 Md  1.272  10.15   2.37  12.66   3.80
 101 309 Md  1.272  10.13   2.36  12.64   3.75
 101 310 Md  1.272  10.12   2.35  12.62   3.73
 101 311 Md  1.280  10.06   2.33  12.63   3.72
 101 312 Md  1.249  10.21   2.37  12.53   3.70
 101 313 Md  1.249  10.19   2.36  12.51   3.67
 101 314 Md  1.249  10.18   2.35  12.49   3.65
 101 315 Md  1.249  10.16   2.34  12.47   3.64
 101 316 Md  1.257  10.11   2.32  12.47   3.63
 101 317 Md  1.257  10.09   2.31  12.45   3.61
 101 318 Md  1.257  10.07   2.31  12.44   3.60
 101 319 Md  1.257  10.06   2.30  12.42   3.59
 101 320 Md  1.241  10.13   2.31  12.35   3.55
 102 234 No  1.627   9.41   2.21  14.79   5.03
 102 235 No  1.627   9.40   2.19  14.77   4.94
 102 236 No  1.627   9.39   2.17  14.76   4.85
 102 237 No  1.296  11.00   2.61  13.96   4.33
 102 238 No  1.305  10.94   2.59  13.97   4.32
 102 239 No  1.305  10.93   2.57  13.96   4.25
 102 240 No  1.305  10.91   2.54  13.94   4.18
 102 241 No  1.319  10.82   2.49  13.97   4.09
 102 242 No  1.305  10.89   2.50  13.92   4.06
 102 243 No  1.305  10.88   2.48  13.90   4.00
 102 244 No  1.305  10.87   2.46  13.88   3.94
 102 245 No  1.305  10.86   2.46  13.87   3.92
 102 246 No  1.305  10.84   2.45  13.85   3.90
 102 247 No  1.305  10.83   2.44  13.84   3.88
 102 248 No  1.318  10.75   2.41  13.86   3.89
 102 249 No  1.293  10.88   2.44  13.78   3.85
 102 250 No  1.293  10.86   2.43  13.76   3.81
 102 251 No  1.293  10.85   2.42  13.74   3.79
 102 252 No  1.301  10.79   2.40  13.75   3.78
 102 253 No  1.301  10.78   2.40  13.74   3.78
 102 254 No  1.301  10.77   2.39  13.72   3.77
 102 255 No  1.265  10.95   2.44  13.60   3.75
 102 256 No  1.278  10.87   2.43  13.62   3.78
 102 257 No  1.278  10.86   2.43  13.61   3.79
 102 258 No  1.278  10.85   2.43  13.59   3.79
 102 259 No  1.249  11.00   2.47  13.49   3.76
 102 260 No  1.257  10.94   2.45  13.50   3.76
 102 261 No  1.257  10.92   2.45  13.48   3.76
 102 262 No  1.249  10.96   2.46  13.44   3.76
 102 263 No  1.235  11.02   2.47  13.38   3.71
 102 264 No  1.235  11.01   2.46  13.37   3.69
 102 265 No  1.227  11.04   2.50  13.33   3.75
 102 266 No  1.227  11.03   2.51  13.31   3.80
 102 267 No  1.227  11.01   2.53  13.30   3.86
 102 268 No  1.227  11.00   2.54  13.28   3.89
 102 269 No  1.198  11.16   2.58  13.17   3.86
 102 270 No  1.213  11.06   2.59  13.20   3.96
 102 271 No  1.184  11.22   2.64  13.10   3.95
 102 272 No  1.448   9.78   2.27  13.78   4.27
 102 273 No  1.503   9.52   2.21  13.88   4.33
 102 274 No  1.503   9.51   2.23  13.86   4.48
 102 275 No  1.503   9.50   2.24  13.85   4.52
 102 276 No  1.503   9.48   2.25  13.83   4.56
 102 277 No  1.131  11.47   2.84  12.83   4.13
 102 278 No  1.095  12.36   4.58  12.36   4.58
 102 279 No  1.098  12.34   4.63  12.34   4.63
 102 280 No  1.085  12.33   4.76  12.33   4.76
 102 281 No  1.054  12.31   4.91  12.31   4.91
 102 282 No  1.000  12.29   4.79  12.29   4.79
 102 283 No  1.000  12.28   4.43  12.28   4.43
 102 284 No  1.000  12.26   4.23  12.26   4.23
 102 285 No  1.027  12.24   4.02  12.24   4.02
 102 286 No  1.000  12.23   3.95  12.23   3.95
 102 287 No  1.002  12.21   4.07  12.21   4.07
 102 288 No  1.000  12.19   4.28  12.19   4.28
 102 289 No  1.000  12.18   4.51  12.18   4.51
 102 290 No  1.000  12.16   4.83  12.16   4.83
 102 291 No  1.140  12.12   4.56  12.12   4.56
 102 292 No  1.627   8.76   2.23  13.77   5.63
 102 293 No  1.203  12.08   4.60  12.08   4.60
 102 294 No  1.627   8.74   2.23  13.73   5.63
 102 295 No  1.318  10.11   2.64  13.04   4.89
 102 296 No  1.318  10.10   2.63  13.03   4.86
 102 297 No  1.305  10.15   2.63  12.97   4.75
 102 298 No  1.318  10.07   2.61  12.99   4.80
 102 299 No  1.318  10.05   2.59  12.97   4.76
 102 300 No  1.305  10.11   2.58  12.92   4.60
 102 301 No  1.305  10.10   2.52  12.90   4.43
 102 302 No  1.305  10.08   2.49  12.88   4.32
 102 303 No  1.305  10.07   2.46  12.86   4.23
 102 304 No  1.296  10.10   2.45  12.82   4.14
 102 305 No  1.280  10.17   2.45  12.76   4.07
 102 306 No  1.272  10.20   2.44  12.72   3.98
 102 307 No  1.280  10.14   2.40  12.72   3.92
 102 308 No  1.272  10.17   2.38  12.68   3.82
 102 309 No  1.272  10.15   2.37  12.67   3.77
 102 310 No  1.280  10.09   2.34  12.67   3.75
 102 311 No  1.280  10.08   2.33  12.65   3.72
 102 312 No  1.249  10.23   2.37  12.55   3.69
 102 313 No  1.249  10.21   2.36  12.53   3.66
 102 314 No  1.249  10.20   2.34  12.51   3.63
 102 315 No  1.257  10.14   2.33  12.52   3.63
 102 316 No  1.257  10.12   2.32  12.50   3.61
 102 317 No  1.257  10.11   2.31  12.48   3.59
 102 318 No  1.257  10.09   2.30  12.46   3.57
 102 319 No  1.257  10.08   2.30  12.44   3.56
 103 246 Lr  1.305  10.84   2.46  13.85   3.93
 103 247 Lr  1.293  10.90   2.47  13.81   3.94
 103 248 Lr  1.293  10.89   2.46  13.79   3.92
 103 249 Lr  1.293  10.88   2.45  13.77   3.88
 103 250 Lr  1.293  10.86   2.44  13.76   3.85
 103 251 Lr  1.293  10.85   2.43  13.74   3.81
 103 252 Lr  1.301  10.79   2.41  13.75   3.81
 103 253 Lr  1.301  10.78   2.40  13.74   3.78
 103 254 Lr  1.265  10.97   2.44  13.62   3.74
 103 255 Lr  1.265  10.96   2.44  13.61   3.73
 103 256 Lr  1.265  10.94   2.44  13.59   3.74
 103 257 Lr  1.265  10.93   2.44  13.57   3.75
 103 258 Lr  1.265  10.92   2.45  13.56   3.77
 103 259 Lr  1.257  10.95   2.45  13.52   3.75
 103 260 Lr  1.257  10.94   2.45  13.50   3.75
 103 261 Lr  1.257  10.93   2.44  13.49   3.75
 103 262 Lr  1.257  10.91   2.44  13.47   3.75
 103 263 Lr  1.257  10.90   2.44  13.45   3.75
 103 264 Lr  1.235  11.02   2.46  13.37   3.69
 103 265 Lr  1.235  11.00   2.45  13.36   3.68
 103 266 Lr  1.235  10.99   2.47  13.34   3.74
 103 267 Lr  1.235  10.98   2.49  13.32   3.79
 103 268 Lr  1.227  11.01   2.52  13.29   3.84
 103 269 Lr  1.227  10.99   2.54  13.27   3.89
 103 270 Lr  1.198  11.16   2.58  13.16   3.86
 103 271 Lr  1.220  11.01   2.58  13.22   3.97
 103 272 Lr  1.191  11.17   2.63  13.11   3.95
 103 273 Lr  1.483   9.62   2.24  13.85   4.30
 103 274 Lr  1.483   9.60   2.24  13.83   4.33
 103 275 Lr  1.483   9.59   2.25  13.81   4.38
 103 276 Lr  1.503   9.49   2.24  13.84   4.53
 103 277 Lr  1.503   9.48   2.25  13.82   4.58
 103 278 Lr  1.131  11.46   2.83  12.82   4.12
 103 279 Lr  1.118  11.53   2.90  12.77   4.20
 103 280 Lr  1.098  12.34   4.65  12.34   4.65
 103 281 Lr  1.091  12.32   4.73  12.32   4.73
 103 282 Lr  1.082  12.30   4.89  12.30   4.89
 103 283 Lr  1.000  12.29   4.82  12.29   4.82
 103 284 Lr  1.000  12.27   4.45  12.27   4.45
 103 285 Lr  1.000  12.26   4.24  12.26   4.24
 103 286 Lr  1.023  12.24   4.01  12.24   4.01
 103 287 Lr  1.000  12.22   3.96  12.22   3.96
 103 288 Lr  1.023  12.20   4.05  12.20   4.05
 103 289 Lr  1.000  12.19   4.30  12.19   4.30
 103 290 Lr  1.011  12.17   4.49  12.17   4.49
 103 291 Lr  1.011  12.16   4.80  12.16   4.80
 103 292 Lr  1.134  12.12   4.60  12.12   4.60
 103 293 Lr  1.627   8.76   2.23  13.77   5.59
 103 294 Lr  1.627   8.75   2.23  13.75   5.60
 103 295 Lr  1.627   8.74   2.22  13.73   5.59
 103 296 Lr  1.318  10.11   2.64  13.04   4.89
 103 297 Lr  1.318  10.10   2.63  13.02   4.86
 103 298 Lr  1.293  10.22   2.67  12.94   4.84
 103 299 Lr  1.318  10.07   2.61  12.99   4.80
 103 300 Lr  1.318  10.05   2.59  12.97   4.76
 103 301 Lr  1.293  10.17   2.60  12.89   4.65
 103 302 Lr  1.305  10.10   2.53  12.90   4.45
 103 303 Lr  1.293  10.14   2.50  12.85   4.33
 103 304 Lr  1.293  10.13   2.48  12.83   4.25
 103 305 Lr  1.280  10.18   2.48  12.78   4.16
 103 306 Lr  1.280  10.17   2.45  12.76   4.08
 103 307 Lr  1.280  10.15   2.43  12.74   4.00
 103 308 Lr  1.280  10.14   2.40  12.73   3.94
 103 309 Lr  1.280  10.13   2.38  12.71   3.87
 103 310 Lr  1.280  10.11   2.36  12.69   3.82
 103 311 Lr  1.249  10.26   2.40  12.59   3.77
 103 312 Lr  1.249  10.25   2.38  12.57   3.73
 103 313 Lr  1.249  10.23   2.37  12.55   3.69
 103 314 Lr  1.249  10.21   2.36  12.53   3.66
 103 315 Lr  1.257  10.16   2.33  12.54   3.65
 103 316 Lr  1.257  10.14   2.33  12.52   3.63
 103 317 Lr  1.257  10.13   2.32  12.50   3.60
 103 318 Lr  1.257  10.11   2.31  12.48   3.59
 103 319 Lr  1.257  10.10   2.30  12.46   3.57
 103 320 Lr  1.241  10.17   2.32  12.40   3.55
 103 321 Lr  1.241  10.15   2.31  12.39   3.52
 103 322 Lr  1.241  10.14   2.30  12.37   3.49
 103 323 Lr  1.241  10.12   2.28  12.35   3.46
 103 324 Lr  1.241  10.11   2.28  12.33   3.47
 103 325 Lr  1.220  10.21   2.31  12.25   3.45
 103 326 Lr  1.220  10.19   2.31  12.24   3.45
 104 245 Rf  1.305  10.85   2.48  13.86   4.02
 104 246 Rf  1.293  10.91   2.49  13.81   3.99
 104 247 Rf  1.293  10.90   2.48  13.80   3.97
 104 248 Rf  1.301  10.84   2.46  13.81   3.98
 104 249 Rf  1.293  10.87   2.46  13.77   3.91
 104 250 Rf  1.301  10.81   2.44  13.78   3.90
 104 251 Rf  1.293  10.85   2.44  13.74   3.84
 104 252 Rf  1.301  10.79   2.41  13.75   3.82
 104 253 Rf  1.301  10.78   2.40  13.74   3.80
 104 254 Rf  1.265  10.97   2.44  13.62   3.74
 104 255 Rf  1.265  10.96   2.44  13.61   3.73
 104 256 Rf  1.265  10.95   2.43  13.59   3.72
 104 257 Rf  1.265  10.93   2.44  13.57   3.73
 104 258 Rf  1.265  10.92   2.44  13.56   3.74
 104 259 Rf  1.257  10.95   2.44  13.52   3.73
