 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
   9.800   6.821018E-03   7.893070E-04
   9.900   5.851614E-03   6.096875E-04
  10.000   5.018656E-03   4.703024E-04
  10.100   4.304671E-03   3.623196E-04
  10.200   3.693966E-03   2.790302E-04
  10.300   3.171423E-03   2.148474E-04
  10.400   2.726167E-03   1.654575E-04
  10.500   2.345599E-03   1.274310E-04
  10.600   2.021149E-03   9.808055E-05
  10.700   1.743303E-03   7.539646E-05
  10.800   1.504906E-03   5.789086E-05
  10.900   1.300708E-03   4.434611E-05
  11.000   1.125244E-03   3.390962E-05
  11.100   9.745786E-04   2.583984E-05
  11.200   8.446844E-04   1.964571E-05
  11.300   7.325550E-04   1.490907E-05
  11.400   6.359696E-04   1.130504E-05
  11.500   5.525447E-04   8.574761E-06
  11.600   4.806103E-04   6.521537E-06
  11.700   4.184003E-04   4.981627E-06
  11.800   3.645204E-04   3.821325E-06
  11.900   3.179982E-04   2.958725E-06
  12.000   2.776894E-04   2.307376E-06
  12.100   2.428358E-04   1.821308E-06
  12.200   2.125558E-04   1.448575E-06
  12.300   1.862019E-04   1.159270E-06
  12.400   1.633038E-04   9.327900E-07
  12.500   1.433310E-04   7.520240E-07
  12.600   1.258973E-04   6.048585E-07
  12.700   1.106190E-04   4.834193E-07
  12.800   9.722007E-05   3.839779E-07
  12.900   8.545448E-05   3.008389E-07
  13.000   7.505259E-05   2.305323E-07
  13.100   6.585466E-05   1.730781E-07
  13.200   5.778397E-05   1.299429E-07
  13.300   5.070237E-05   9.755804E-08
  13.400   4.448864E-05   7.324424E-08
  13.500   3.903642E-05   5.499003E-08
  13.600   3.425239E-05   4.128520E-08
  13.700   3.005465E-05   3.099594E-08
  13.800   2.637136E-05   2.327101E-08
  13.900   2.313925E-05   1.762339E-08
  14.000   2.030046E-05   1.508778E-08
  14.100   1.780995E-05   1.291699E-08
  14.200   1.562497E-05   1.105853E-08
  14.300   1.370806E-05   9.467458E-09
  14.400   1.202632E-05   8.105306E-09
  14.500   1.055090E-05   6.939136E-09
  14.600   9.256485E-06   5.940752E-09
  14.700   8.120874E-06   5.086013E-09
  14.800   7.124584E-06   4.354251E-09
  14.900   6.250521E-06   3.727773E-09
  15.000   5.483690E-06   3.191431E-09
  15.100   4.805966E-06   2.660899E-09
  15.200   4.201857E-06   2.085711E-09
  15.300   3.673684E-06   1.634858E-09
  15.400   3.211902E-06   1.281462E-09
  15.500   2.808166E-06   1.004458E-09
  15.600   2.455180E-06   7.873311E-10
  15.700   2.146564E-06   6.171393E-10
  15.800   1.876741E-06   4.837366E-10
  15.900   1.640835E-06   3.791707E-10
  16.000   1.434582E-06   2.972081E-10
  16.100   1.254255E-06   2.329627E-10
  16.200   1.096595E-06   1.826048E-10
  16.300   9.583679E-07   1.589847E-10
  16.400   8.370175E-07   1.641767E-10
  16.500   7.310327E-07   1.695383E-10
  16.600   6.384679E-07   1.750750E-10
  16.700   5.576239E-07   1.807925E-10
  16.800   4.870164E-07   1.866967E-10
  16.900   4.253495E-07   1.927938E-10
  17.000   3.714909E-07   1.990899E-10
  17.100   3.244520E-07   2.055917E-10
  17.200   2.833692E-07   2.123058E-10
  17.300   2.474885E-07   2.192392E-10
  17.400   2.161510E-07   2.263990E-10
  17.500   1.933072E-07   2.300176E-10
  17.600   1.823284E-07   2.253014E-10
  17.700   1.719731E-07   2.206819E-10
  17.800   1.622059E-07   2.161571E-10
  17.900   1.529935E-07   2.117250E-10
  18.000   1.443043E-07   2.073839E-10
  18.100   1.361086E-07   2.031318E-10
  18.200   1.283783E-07   1.989668E-10
  18.300   1.210871E-07   1.948872E-10
  18.400   1.142100E-07   1.908913E-10
  18.500   1.077235E-07   1.869773E-10
  18.600   1.016054E-07   1.831436E-10
  18.700   9.620071E-08   1.795250E-10
  18.800   1.030294E-07   1.803601E-10
  18.900   1.103427E-07   1.811990E-10
  19.000   1.181752E-07   1.820418E-10
  19.100   1.265637E-07   1.828886E-10
  19.200   1.355476E-07   1.837393E-10
  19.300   1.451692E-07   1.845940E-10
  19.400   1.554738E-07   1.854526E-10
  19.500   1.665098E-07   1.863153E-10
  19.600   1.783292E-07   1.871819E-10
  19.700   1.909876E-07   1.880526E-10
  19.800   2.045445E-07   1.889273E-10
  19.900   2.190638E-07   1.898061E-10
 Z= 110 A= 345  10 beta2= 0.20 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.823812E-02   4.330006E-02
   0.100   8.805135E-02   4.317759E-02
   0.200   8.786498E-02   4.305546E-02
   0.300   8.767900E-02   4.293368E-02
   0.400   8.749341E-02   4.281224E-02
   0.500   8.721637E-02   4.262042E-02
   0.600   8.690119E-02   4.239946E-02
   0.700   8.657748E-02   4.215726E-02
   0.800   8.624040E-02   4.188278E-02
   0.900   8.590463E-02   4.161008E-02
   1.000   8.559216E-02   4.133867E-02
   1.100   8.534621E-02   4.106756E-02
   1.200   8.510098E-02   4.079823E-02
   1.300   8.503287E-02   4.059333E-02
   1.400   8.497470E-02   4.039295E-02
   1.500   8.491656E-02   4.019356E-02
   1.600   8.503553E-02   4.009482E-02
   1.700   8.519877E-02   4.002105E-02
   1.800   8.545347E-02   4.003139E-02
   1.900   8.580156E-02   4.012690E-02
   2.000   8.615106E-02   4.022264E-02
   2.100   8.653619E-02   4.038052E-02
   2.200   8.698686E-02   4.065470E-02
   2.300   8.743935E-02   4.093721E-02
   2.400   8.788300E-02   4.135712E-02
   2.500   8.832890E-02   4.178134E-02
   2.600   8.877706E-02   4.220990E-02
   2.700   8.914996E-02   4.271468E-02
   2.800   8.951578E-02   4.323358E-02
   2.900   8.981628E-02   4.375756E-02
   3.000   9.007237E-02   4.428705E-02
   3.100   9.032918E-02   4.482295E-02
   3.200   9.054671E-02   4.533530E-02
   3.300   9.071556E-02   4.581624E-02
   3.400   9.088032E-02   4.628581E-02
   3.500   9.101962E-02   4.666300E-02
   3.600   9.115913E-02   4.704326E-02
   3.700   9.129886E-02   4.742662E-02
   3.800   9.146400E-02   4.768279E-02
   3.900   9.162947E-02   4.794021E-02
   4.000   9.183589E-02   4.811670E-02
   4.100   9.206066E-02   4.825763E-02
   4.200   9.228598E-02   4.839898E-02
   4.300   9.253799E-02   4.849580E-02
   4.400   9.281233E-02   4.855572E-02
   4.500   9.308574E-02   4.861126E-02
   4.600   9.335456E-02   4.865318E-02
   4.700   9.362416E-02   4.869513E-02
   4.800   9.388744E-02   4.874158E-02
   4.900   9.408599E-02   4.882916E-02
   5.000   9.428496E-02   4.891691E-02
   5.100   9.438020E-02   4.907594E-02
   5.200   9.444850E-02   4.925402E-02
   5.300   9.451686E-02   4.943275E-02
   5.400   9.448561E-02   4.966272E-02
   5.500   9.440007E-02   4.992150E-02
   5.600   9.426095E-02   5.018066E-02
   5.700   9.401996E-02   5.043930E-02
   5.800   9.377958E-02   5.069927E-02
   5.900   9.351282E-02   5.094270E-02
   6.000   9.313715E-02   5.111412E-02
   6.100   9.269834E-02   5.121098E-02
   6.200   9.218719E-02   5.121348E-02
   6.300   9.160794E-02   5.112113E-02
   6.400   9.093263E-02   5.089157E-02
   6.500   9.017390E-02   5.054293E-02
   6.600   8.925969E-02   4.998580E-02
   6.700   8.822082E-02   4.927097E-02
   6.800   8.705154E-02   4.839582E-02
   6.900   8.570035E-02   4.731790E-02
   7.000   8.419971E-02   4.608199E-02
   7.100   8.242690E-02   4.457891E-02
   7.200   8.045916E-02   4.290603E-02
   7.300   7.829841E-02   4.107636E-02
   7.400   7.588825E-02   3.905805E-02
   7.500   7.329691E-02   3.692523E-02
   7.600   7.037725E-02   3.457647E-02
   7.700   6.727366E-02   3.214861E-02
   7.800   6.400809E-02   2.967176E-02
   7.900   6.054931E-02   2.713788E-02
   8.000   5.699945E-02   2.463194E-02
   8.100   5.323849E-02   2.208446E-02
   8.200   4.944887E-02   1.962739E-02
   8.300   4.566610E-02   1.728673E-02
   8.400   4.188933E-02   1.506257E-02
   8.500   3.821429E-02   1.300921E-02
   8.600   3.457107E-02   1.108374E-02
   8.700   3.110068E-02   9.355645E-03
   8.800   2.782157E-02   7.822472E-03
   8.900   2.473650E-02   6.471562E-03
   9.000   2.188738E-02   5.308467E-03
   9.100   1.923510E-02   4.300856E-03
   9.200   1.683473E-02   3.457436E-03
   9.300   1.467487E-02   2.758018E-03
   9.400   1.274359E-02   2.183134E-03
   9.500   1.103518E-02   1.717853E-03
   9.600   9.523982E-03   1.341696E-03
   9.700   8.206689E-03   1.043840E-03
   9.800   7.061569E-03   8.091689E-04
   9.900   6.071470E-03   6.255893E-04
  10.000   5.217892E-03   4.827905E-04
  10.100   4.484838E-03   3.720739E-04
  10.200   3.856783E-03   2.866654E-04
  10.300   3.318749E-03   2.208241E-04
  10.400   2.858658E-03   1.701059E-04
  10.500   2.464448E-03   1.310143E-04
  10.600   2.127846E-03   1.008454E-04
  10.700   1.839150E-03   7.755017E-05
  10.800   1.591241E-03   5.956314E-05
  10.900   1.378244E-03   4.564862E-05
  11.000   1.194699E-03   3.491424E-05
  11.100   1.036890E-03   2.661530E-05
  11.200   9.006599E-04   2.024804E-05
  11.300   7.829114E-04   1.537361E-05
  11.400   6.811469E-04   1.166224E-05
  11.500   5.930190E-04   8.845800E-06
  11.600   5.168871E-04   6.726379E-06
  11.700   4.509164E-04   5.135284E-06
  11.800   3.937089E-04   3.939228E-06
  11.900   3.441232E-04   3.046135E-06
  12.000   3.010371E-04   2.372143E-06
  12.100   2.637024E-04   1.869476E-06
  12.200   2.312099E-04   1.484374E-06
  12.300   2.029032E-04   1.187033E-06
  12.400   1.782178E-04   9.538124E-07
  12.500   1.566328E-04   7.682279E-07
  12.600   1.377740E-04   6.176944E-07
  12.700   1.212284E-04   4.940285E-07
  12.800   1.066956E-04   3.924726E-07
  12.900   9.391244E-05   3.080543E-07
  13.000   8.260177E-05   2.368913E-07
  13.100   7.256898E-05   1.779259E-07
  13.200   6.375477E-05   1.336378E-07
  13.300   5.601113E-05   1.003736E-07
  13.400   4.920803E-05   7.538925E-08
  13.500   4.323124E-05   5.662386E-08
  13.600   3.798038E-05   4.252943E-08
  13.700   3.336729E-05   3.194329E-08
  13.800   2.931451E-05   2.399218E-08
  13.900   2.575398E-05   1.802020E-08
  14.000   2.260469E-05   1.537635E-08
  14.100   1.984023E-05   1.314590E-08
  14.200   1.741384E-05   1.123900E-08
  14.300   1.528420E-05   9.608707E-09
  14.400   1.341500E-05   8.214899E-09
  14.500   1.177440E-05   7.023271E-09
  14.600   1.033444E-05   6.004498E-09
  14.700   9.070578E-06   5.133504E-09
  14.800   7.961283E-06   4.388855E-09
  14.900   6.987649E-06   3.752221E-09
  15.000   6.133088E-06   3.207936E-09
  15.100   5.379520E-06   2.690748E-09
  15.200   4.707166E-06   2.103247E-09
  15.300   4.118846E-06   1.644022E-09
  15.400   3.604056E-06   1.285065E-09
  15.500   3.153607E-06   1.004483E-09
  15.600   2.759456E-06   7.851631E-10
  15.700   2.414568E-06   6.137299E-10
  15.800   2.112786E-06   4.797275E-10
  15.900   1.848722E-06   3.749834E-10
  16.000   1.617661E-06   2.931092E-10
  16.100   1.415479E-06   2.291115E-10
  16.200   1.238567E-06   1.790870E-10
  16.300   1.083249E-06   1.516703E-10
  16.400   9.462848E-07   1.567611E-10
  16.500   8.266382E-07   1.620228E-10
  16.600   7.221196E-07   1.674610E-10
  16.700   6.308160E-07   1.730819E-10
  16.800   5.510568E-07   1.788913E-10
  16.900   4.813822E-07   1.848958E-10
  17.000   4.205171E-07   1.911018E-10
  17.100   3.673476E-07   1.975162E-10
  17.200   3.209008E-07   2.041458E-10
  17.300   2.803267E-07   2.109979E-10
  17.400   2.448827E-07   2.180800E-10
  17.500   2.177667E-07   2.228543E-10
  17.600   2.071655E-07   2.181509E-10
  17.700   1.970803E-07   2.135468E-10
  17.800   1.874861E-07   2.090399E-10
  17.900   1.783590E-07   2.046281E-10
  18.000   1.696761E-07   2.003094E-10
  18.100   1.614160E-07   1.960819E-10
  18.200   1.535580E-07   1.919436E-10
  18.300   1.460826E-07   1.878926E-10
  18.400   1.389710E-07   1.839271E-10
  18.500   1.322057E-07   1.800453E-10
  18.600   1.257697E-07   1.762455E-10
  18.700   1.196470E-07   1.725258E-10
  18.800   1.270072E-07   1.729805E-10
  18.900   1.360237E-07   1.737738E-10
  19.000   1.456802E-07   1.745707E-10
  19.100   1.560223E-07   1.753712E-10
  19.200   1.670986E-07   1.761754E-10
  19.300   1.789612E-07   1.769833E-10
  19.400   1.916660E-07   1.777949E-10
  19.500   2.052727E-07   1.786102E-10
  19.600   2.198453E-07   1.794293E-10
  19.700   2.354525E-07   1.802521E-10
  19.800   2.521677E-07   1.810787E-10
  19.900   2.700695E-07   1.819091E-10
 Z= 110 A= 346  10 beta2= 0.20 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.809969E-02   4.307289E-02
   0.100   8.790739E-02   4.295154E-02
   0.200   8.771550E-02   4.283052E-02
   0.300   8.752404E-02   4.270985E-02
   0.400   8.733300E-02   4.258951E-02
   0.500   8.704896E-02   4.240001E-02
   0.600   8.672522E-02   4.218116E-02
   0.700   8.639356E-02   4.194200E-02
   0.800   8.604892E-02   4.167072E-02
   0.900   8.570565E-02   4.140120E-02
   1.000   8.538568E-02   4.113310E-02
   1.100   8.513690E-02   4.086568E-02
   1.200   8.488884E-02   4.060000E-02
   1.300   8.482257E-02   4.039792E-02
   1.400   8.476957E-02   4.020134E-02
   1.500   8.471660E-02   4.000571E-02
   1.600   8.484189E-02   3.990808E-02
   1.700   8.501749E-02   3.983788E-02
   1.800   8.528260E-02   3.984793E-02
   1.900   8.564789E-02   3.994711E-02
   2.000   8.601475E-02   4.004654E-02
   2.100   8.641502E-02   4.020304E-02
   2.200   8.688426E-02   4.047994E-02
   2.300   8.735578E-02   4.076113E-02
   2.400   8.781466E-02   4.118271E-02
   2.500   8.827596E-02   4.160865E-02
   2.600   8.873968E-02   4.203900E-02
   2.700   8.912684E-02   4.254203E-02
   2.800   8.950342E-02   4.306178E-02
   2.900   8.981603E-02   4.358648E-02
   3.000   9.007786E-02   4.411647E-02
   3.100   9.034045E-02   4.465291E-02
   3.200   9.056608E-02   4.516834E-02
   3.300   9.073765E-02   4.564953E-02
   3.400   9.090650E-02   4.612440E-02
   3.500   9.104878E-02   4.650252E-02
   3.600   9.119128E-02   4.688374E-02
   3.700   9.133400E-02   4.726809E-02
   3.800   9.150369E-02   4.753189E-02
   3.900   9.167508E-02   4.779076E-02
   4.000   9.188618E-02   4.797518E-02
   4.100   9.211950E-02   4.811844E-02
   4.200   9.235341E-02   4.826213E-02
   4.300   9.261272E-02   4.836601E-02
   4.400   9.289823E-02   4.842885E-02
   4.500   9.318335E-02   4.848859E-02
   4.600   9.346378E-02   4.853457E-02
   4.700   9.374505E-02   4.858059E-02
   4.800   9.402447E-02   4.862832E-02
   4.900   9.423234E-02   4.872058E-02
   5.000   9.444067E-02   4.881301E-02
   5.100   9.455139E-02   4.897061E-02
   5.200   9.462595E-02   4.915286E-02
   5.300   9.470057E-02   4.933579E-02
   5.400   9.468378E-02   4.956390E-02
   5.500   9.460055E-02   4.982561E-02
   5.600   9.447441E-02   5.008751E-02
   5.700   9.423368E-02   5.034761E-02
   5.800   9.399356E-02   5.060906E-02
   5.900   9.373730E-02   5.086076E-02
   6.000   9.336043E-02   5.103269E-02
   6.100   9.292774E-02   5.113754E-02
   6.200   9.242457E-02   5.115066E-02
   6.300   9.184386E-02   5.105536E-02
   6.400   9.117787E-02   5.083794E-02
   6.500   9.042602E-02   5.049842E-02
   6.600   8.951940E-02   4.995101E-02
   6.700   8.849575E-02   4.925366E-02
   6.800   8.732291E-02   4.837318E-02
   6.900   8.598940E-02   4.731447E-02
   7.000   8.450014E-02   4.609067E-02
   7.100   8.273929E-02   4.459944E-02
   7.200   8.079527E-02   4.294821E-02
   7.300   7.862469E-02   4.110944E-02
   7.400   7.623723E-02   3.911184E-02
   7.500   7.365692E-02   3.698908E-02
   7.600   7.074669E-02   3.464886E-02
   7.700   6.766498E-02   3.223895E-02
   7.800   6.437804E-02   2.974793E-02
   7.900   6.093544E-02   2.722777E-02
   8.000   5.738636E-02   2.472451E-02
   8.100   5.362221E-02   2.217712E-02
   8.200   4.983860E-02   1.972612E-02
   8.300   4.602315E-02   1.736835E-02
   8.400   4.224588E-02   1.514702E-02
   8.500   3.855630E-02   1.308861E-02
   8.600   3.489497E-02   1.115611E-02
   8.700   3.141216E-02   9.424249E-03
   8.800   2.809771E-02   7.876584E-03
   8.900   2.499652E-02   6.521267E-03
   9.000   2.212440E-02   5.351065E-03
   9.100   1.944857E-02   4.336501E-03
   9.200   1.702860E-02   3.487940E-03
   9.300   1.484284E-02   2.781083E-03
   9.400   1.289342E-02   2.202226E-03
   9.500   1.116625E-02   1.732912E-03
   9.600   9.637538E-03   1.353365E-03
   9.700   8.304738E-03   1.052915E-03
   9.800   7.145050E-03   8.158171E-04
   9.900   6.143048E-03   6.306248E-04
  10.000   5.278889E-03   4.865163E-04
  10.100   4.536617E-03   3.748010E-04
  10.200   3.900564E-03   2.886552E-04
  10.300   3.356033E-03   2.222684E-04
  10.400   2.890192E-03   1.711463E-04
  10.500   2.491292E-03   1.317647E-04
  10.600   2.150674E-03   1.013859E-04
  10.700   1.858508E-03   7.794503E-05
  10.800   1.607938E-03   5.984019E-05
  10.900   1.392528E-03   4.585072E-05
  11.000   1.207069E-03   3.505894E-05
  11.100   1.047601E-03   2.671603E-05
  11.200   9.099156E-04   2.031815E-05
  11.300   7.910434E-04   1.541774E-05
  11.400   6.882568E-04   1.168954E-05
  11.500   5.992802E-04   8.860295E-06
  11.600   5.224267E-04   6.731643E-06
  11.700   4.558250E-04   5.133169E-06
  11.800   3.981291E-04   3.935516E-06
  11.900   3.480902E-04   3.039146E-06
  12.000   3.046291E-04   2.364180E-06
  12.100   2.669773E-04   1.861423E-06
  12.200   2.342037E-04   1.476366E-06
  12.300   2.056761E-04   1.180473E-06
  12.400   1.807753E-04   9.479408E-07
  12.500   1.590082E-04   7.633882E-07
  12.600   1.399881E-04   6.138469E-07
  12.700   1.232962E-04   4.912500E-07
  12.800   1.086377E-04   3.901211E-07
  12.900   9.572900E-05   3.064407E-07
  13.000   8.431862E-05   2.361359E-07
  13.100   7.419290E-05   1.771106E-07
  13.200   6.528317E-05   1.328395E-07
  13.300   5.744339E-05   9.963456E-08
  13.400   5.054509E-05   7.472961E-08
  13.500   4.447519E-05   5.604997E-08
  13.600   3.913422E-05   4.203955E-08
  13.700   3.443464E-05   3.153122E-08
  13.800   3.029943E-05   2.364958E-08
  13.900   2.666081E-05   1.773806E-08
  14.000   2.344344E-05   1.499082E-08
  14.100   2.061286E-05   1.283255E-08
  14.200   1.812405E-05   1.098501E-08
  14.300   1.593573E-05   9.403468E-09
  14.400   1.401164E-05   8.049625E-09
  14.500   1.231986E-05   6.890698E-09
  14.600   1.083235E-05   5.898625E-09
  14.700   9.524443E-06   5.049383E-09
  14.800   8.374454E-06   4.322409E-09
  14.900   7.363315E-06   3.700100E-09
  15.000   6.474262E-06   3.167386E-09
  15.100   5.689532E-06   2.681451E-09
  15.200   4.981541E-06   2.101907E-09
  15.300   4.361650E-06   1.647620E-09
  15.400   3.818897E-06   1.291519E-09
  15.500   3.343683E-06   1.012382E-09
  15.600   2.927603E-06   7.935751E-10
  15.700   2.563299E-06   6.220591E-10
  15.800   2.244329E-06   4.876130E-10
  15.900   1.965050E-06   3.822249E-10
  16.000   1.720524E-06   2.996143E-10
  16.100   1.506426E-06   2.348585E-10
  16.200   1.318970E-06   1.840983E-10
  16.300   1.155377E-06   1.522495E-10
  16.400   1.014030E-06   1.572926E-10
  16.500   8.899752E-07   1.625028E-10
  16.600   7.810969E-07   1.678856E-10
  16.700   6.855387E-07   1.734466E-10
  16.800   6.016709E-07   1.791919E-10
  16.900   5.280634E-07   1.851275E-10
  17.000   4.634609E-07   1.912597E-10
  17.100   4.067618E-07   1.975950E-10
  17.200   3.569992E-07   2.041402E-10
  17.300   3.133244E-07   2.109022E-10
  17.400   2.749928E-07   2.178881E-10
  17.500   2.435134E-07   2.237890E-10
  17.600   2.317779E-07   2.191962E-10
  17.700   2.206081E-07   2.146977E-10
  17.800   2.099765E-07   2.102915E-10
  17.900   1.998573E-07   2.059757E-10
  18.000   1.902258E-07   2.017485E-10
  18.100   1.810584E-07   1.976081E-10
  18.200   1.723328E-07   1.935526E-10
  18.300   1.640278E-07   1.895804E-10
  18.400   1.561229E-07   1.856897E-10
  18.500   1.485990E-07   1.818788E-10
  18.600   1.414377E-07   1.781461E-10
  18.700   1.346216E-07   1.744901E-10
  18.800   1.391658E-07   1.744489E-10
  18.900   1.464955E-07   1.751943E-10
  19.000   1.542112E-07   1.759429E-10
  19.100   1.623333E-07   1.766947E-10
  19.200   1.708831E-07   1.774497E-10
  19.300   1.798833E-07   1.782080E-10
  19.400   1.893574E-07   1.789695E-10
  19.500   1.993306E-07   1.797342E-10
  19.600   2.098291E-07   1.805022E-10
  19.700   2.208804E-07   1.812735E-10
  19.800   2.325139E-07   1.820481E-10
  19.900   2.447600E-07   1.828260E-10
 Z= 110 A= 347  10 beta2= 0.20 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.834130E-02   4.320744E-02
   0.100   8.817132E-02   4.308495E-02
   0.200   8.800166E-02   4.296282E-02
   0.300   8.783233E-02   4.284102E-02
   0.400   8.766333E-02   4.271958E-02
   0.500   8.741265E-02   4.252925E-02
   0.600   8.712598E-02   4.230885E-02
   0.700   8.683238E-02   4.206845E-02
   0.800   8.652704E-02   4.179527E-02
   0.900   8.622277E-02   4.152386E-02
   1.000   8.593836E-02   4.125403E-02
   1.100   8.571908E-02   4.098531E-02
   1.200   8.550035E-02   4.071835E-02
   1.300   8.544366E-02   4.051413E-02
   1.400   8.540181E-02   4.031651E-02
   1.500   8.535999E-02   4.011986E-02
   1.600   8.547801E-02   4.001921E-02
   1.700   8.564652E-02   3.994863E-02
   1.800   8.589474E-02   3.995412E-02
   1.900   8.624030E-02   4.005191E-02
   2.000   8.658726E-02   4.014994E-02
   2.100   8.696349E-02   4.030009E-02
   2.200   8.740770E-02   4.057431E-02
   2.300   8.785418E-02   4.085040E-02
   2.400   8.829281E-02   4.126581E-02
   2.500   8.873349E-02   4.168727E-02
   2.600   8.917638E-02   4.211305E-02
   2.700   8.955170E-02   4.260750E-02
   2.800   8.991445E-02   4.312092E-02
   2.900   9.021996E-02   4.363808E-02
   3.000   9.047282E-02   4.415917E-02
   3.100   9.072638E-02   4.468649E-02
   3.200   9.094680E-02   4.519522E-02
   3.300   9.110948E-02   4.566653E-02
   3.400   9.127034E-02   4.613625E-02
   3.500   9.139698E-02   4.650421E-02
   3.600   9.152380E-02   4.687510E-02
   3.700   9.165080E-02   4.724895E-02
   3.800   9.179552E-02   4.750919E-02
   3.900   9.194233E-02   4.775844E-02
   4.000   9.212216E-02   4.793992E-02
   4.100   9.232479E-02   4.807476E-02
   4.200   9.252788E-02   4.820998E-02
   4.300   9.275313E-02   4.831069E-02
   4.400   9.300677E-02   4.836698E-02
   4.500   9.326095E-02   4.842127E-02
   4.600   9.351481E-02   4.846181E-02
   4.700   9.376936E-02   4.850238E-02
   4.800   9.402461E-02   4.854298E-02
   4.900   9.421688E-02   4.862916E-02
   5.000   9.440792E-02   4.871665E-02
   5.100   9.451601E-02   4.886350E-02
   5.200   9.458224E-02   4.904073E-02
   5.300   9.464851E-02   4.921861E-02
   5.400   9.463679E-02   4.943593E-02
   5.500   9.455016E-02   4.969169E-02
   5.600   9.443156E-02   4.994778E-02
   5.700   9.418600E-02   5.020116E-02
   5.800   9.394107E-02   5.045584E-02
   5.900   9.369025E-02   5.070752E-02
   6.000   9.330510E-02   5.087119E-02
   6.100   9.286939E-02   5.097646E-02
   6.200   9.236286E-02   5.099430E-02
   6.300   9.176714E-02   5.089192E-02
   6.400   9.109602E-02   5.068313E-02
   6.500   9.033595E-02   5.034878E-02
   6.600   8.942253E-02   4.980844E-02
   6.700   8.839994E-02   4.912823E-02
   6.800   8.721056E-02   4.824298E-02
   6.900   8.588484E-02   4.720452E-02
   7.000   8.440039E-02   4.599473E-02
   7.100   8.264863E-02   4.451931E-02
   7.200   8.072928E-02   4.289515E-02
   7.300   7.855590E-02   4.105429E-02
   7.400   7.620362E-02   3.908567E-02
   7.500   7.365151E-02   3.698277E-02
   7.600   7.077416E-02   3.466230E-02
   7.700   6.774209E-02   3.228135E-02
   7.800   6.446684E-02   2.978732E-02
   7.900   6.107727E-02   2.729235E-02
   8.000   5.756749E-02   2.480246E-02
   8.100   5.384251E-02   2.226665E-02
   8.200   5.010789E-02   1.983224E-02
   8.300   4.630182E-02   1.746559E-02
   8.400   4.256474E-02   1.525401E-02
   8.500   3.889871E-02   1.319586E-02
   8.600   3.525554E-02   1.126102E-02
   8.700   3.179310E-02   9.528695E-03
   8.800   2.847124E-02   7.967824E-03
   8.900   2.537814E-02   6.608087E-03
   9.000   2.250286E-02   5.429562E-03
   9.100   1.981861E-02   4.406014E-03
   9.200   1.738882E-02   3.549687E-03
   9.300   1.518192E-02   2.832233E-03
   9.400   1.321692E-02   2.246274E-03
   9.500   1.147004E-02   1.769777E-03
   9.600   9.920554E-03   1.383629E-03
   9.700   8.567645E-03   1.077637E-03
   9.800   7.386419E-03   8.355022E-04
   9.900   6.364382E-03   6.464079E-04
  10.000   5.480797E-03   4.990160E-04
  10.100   4.720146E-03   3.846120E-04
  10.200   4.066832E-03   2.963259E-04
  10.300   3.506693E-03   2.282356E-04
  10.400   3.026150E-03   1.757823E-04
  10.500   2.613888E-03   1.353671E-04
  10.600   2.261166E-03   1.041806E-04
  10.700   1.958013E-03   8.011626E-05
  10.800   1.697702E-03   6.151590E-05
  10.900   1.473304E-03   4.715445E-05
  11.000   1.279806E-03   3.607120E-05
  11.100   1.113114E-03   2.749993E-05
  11.200   9.689003E-04   2.092557E-05
  11.300   8.442381E-04   1.588386E-05
  11.400   7.361238E-04   1.204784E-05
  11.500   6.423557E-04   9.133873E-06
  11.600   5.611846E-04   6.939098E-06
  11.700   4.906649E-04   5.288436E-06
  11.800   4.294791E-04   4.054036E-06
  11.900   3.762341E-04   3.127025E-06
  12.000   3.298969E-04   2.429776E-06
  12.100   2.896535E-04   1.910352E-06
  12.200   2.545380E-04   1.512583E-06
  12.300   2.239290E-04   1.208347E-06
  12.400   1.971349E-04   9.689881E-07
  12.500   1.736737E-04   7.796970E-07
  12.600   1.531279E-04   6.267625E-07
  12.700   1.350655E-04   5.018493E-07
  12.800   1.191814E-04   3.985248E-07
  12.900   1.051711E-04   3.135495E-07
  13.000   9.277684E-05   2.424700E-07
  13.100   8.174376E-05   1.819497E-07
  13.200   7.202273E-05   1.365352E-07
  13.300   6.345774E-05   1.024561E-07
  13.400   5.591130E-05   7.688314E-08
  13.500   4.926229E-05   5.769317E-08
  13.600   4.340398E-05   4.329300E-08
  13.700   3.824235E-05   3.248710E-08
  13.800   3.369454E-05   2.437835E-08
  13.900   2.968756E-05   1.829353E-08
  14.000   2.612243E-05   1.527915E-08
  14.100   2.297883E-05   1.306087E-08
  14.200   2.021353E-05   1.116465E-08
  14.300   1.778101E-05   9.543731E-09
  14.400   1.564122E-05   8.158140E-09
  14.500   1.375894E-05   6.973713E-09
  14.600   1.210318E-05   5.961246E-09
  14.700   1.064667E-05   5.095772E-09
  14.800   9.365435E-06   4.355951E-09
  14.900   8.238389E-06   3.723539E-09
  15.000   7.246972E-06   3.182943E-09
  15.100   6.373855E-06   2.711605E-09
  15.200   5.583527E-06   2.119699E-09
  15.300   4.891195E-06   1.656998E-09
