#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  18  38 Ar   1.43375   0.22274   1.54452   0.75782 201  69   7  10  7.53800  4.87684  2.510E-03 *     0             2.479
  19  38 K    1.43375   0.22274  -0.56100   0.76194  87  44  20   6  4.84500  2.61290  3.210E-03 *     0             2.131
  20  38 Ca   1.43375   0.22274   1.69861   0.46094  25   9   7   5  4.89900  3.69500  3.168E-02       0             0.000
  21  38 Sc   1.43375   0.22274   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  22  38 Ti   1.43375   0.22274   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  12  39 Mg   1.39457   0.20179   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  13  39 Al   1.39457   0.20179   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  14  39 Si   1.39457   0.20179   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  39 P    1.39457   0.20179   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  16  39 S    1.39457   0.20179   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  39 Cl   1.39457   0.20179  -0.78786   0.50169  31  20   7   2  3.53380  0.39642  1.504E-02 *     0             2.689
  18  39 Ar   1.39457   0.20179  -0.93248   0.65874 116  35  19   4  4.11300  2.09275  4.010E-03 *     0             2.209
  19  39 K    1.39457   0.20179   0.77139   0.72653 234  64  17  11  6.55000  4.12600  1.840E-03 *     0             2.506
  20  39 Ca   1.39457   0.20179   0.73674   0.57796  93  28  10   4  5.48800  3.02600  9.300E-03 *     0             2.469
  21  39 Sc   1.39457   0.20179   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  22  39 Ti   1.39457   0.20179   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  12  40 Mg   1.35634   0.18030   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  13  40 Al   1.35634   0.18030   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  14  40 Si   1.35634   0.18030   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  40 P    1.35634   0.18030   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  40 S    1.35634   0.18030   0.00000   1.00000  10   1   1   2  0.00000  0.90369                  0             0.000
  17  40 Cl   1.35634   0.18030   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  18  40 Ar   1.35634   0.18030   0.21145   0.62958 172  78   7  11  6.10400  3.91880  7.850E-03 *     0             2.564
  19  40 K    1.35634   0.18030  -1.45492   0.62786 100  61  14  15  4.11084  2.54277  6.840E-03 *     0             2.232
  20  40 Ca   1.35634   0.18030   2.53562   0.48630 578  26   7   8  6.95048  5.27880  5.780E-03 *     0             2.357
  21  40 Sc   1.35634   0.18030  -0.94381   0.37342  42   9   7   1  1.93300  0.00000  5.536E-02   F   0             0.000
  22  40 Ti   1.35634   0.18030   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  13  41 Al   1.31959   0.15996   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  14  41 Si   1.31959   0.15996   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  41 P    1.31959   0.15996   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  41 S    1.31959   0.15996   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  17  41 Cl   1.31959   0.15996   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  41 Ar   1.31959   0.15996  -0.61086   0.43558 124  29   7   7  3.84700  1.87000  5.090E-03 *     0             1.482
  19  41 K    1.31959   0.15996  -1.33387   0.57818 205  61  20  11  4.07500  2.31662  4.200E-03 *     0             2.367
  20  41 Ca   1.31959   0.15996  -0.26625   0.56601 252  61  16  10  5.15440  3.04990  3.390E-03 *     0             2.563
  21  41 Sc   1.31959   0.15996  -0.21856   0.52112 201  36  18   8  4.65600  2.88247  9.560E-03 *     0             1.987
  22  41 Ti   1.31959   0.15996   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  14  42 Si   1.28473   0.14233   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  15  42 P    1.28473   0.14233   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  42 S    1.28473   0.14233   0.00000   1.00000   2   1   1   2  0.00000  0.89000                  0             0.000
  17  42 Cl   1.28473   0.14233   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  18  42 Ar   1.28473   0.14233   0.81266   0.34925  65  18   7   2  4.63390  1.20824  1.068E-02 *     0             1.997
  19  42 K    1.28473   0.14233  -2.43510   0.48775 172  59  14   4  2.80200  0.63873  9.940E-03 *     0             2.508
  20  42 Ca   1.28473   0.14233   0.40756   0.51410 186  92   7  11  6.21200  3.65400  3.250E-03 *     0             2.641
  21  42 Sc   1.28473   0.14233  -1.45970   0.50241 119  55  19   2  3.68780  0.61105  4.240E-03 *     0             2.742
  22  42 Ti   1.28473   0.14233   0.30550   0.33973  32  16   7   3  3.85000  1.85420  2.818E-02       0             0.000
  23  42 V    1.28473   0.14233   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  24  42 Cr   1.28473   0.14233   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  14  43 Si   1.25218   0.12867   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  43 P    1.25218   0.12867   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  16  43 S    1.25218   0.12867   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  17  43 Cl   1.25218   0.12867   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  43 Ar   1.25218   0.12867   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  19  43 K    1.25218   0.12867  -1.21523   0.40347  66  38  13   5  3.45490  1.11030  9.290E-03 *     0             2.416
  20  43 Ca   1.25218   0.12867  -1.20738   0.42458 151  44  15  13  3.50540  2.10280  6.180E-03 *     0             2.735
  21  43 Sc   1.25218   0.12867  -1.58245   0.43229 121  40  20  13  2.98740  1.82990  3.480E-03 *     0             2.449
  22  43 Ti   1.25218   0.12867   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  23  43 V    1.25218   0.12867   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  24  43 Cr   1.25218   0.12867   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  44 P    1.22226   0.11961   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  44 S    1.22226   0.11961   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  44 Cl   1.22226   0.11961   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  44 Ar   1.22226   0.11961   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  19  44 K    1.22226   0.11961   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  20  44 Ca   1.22226   0.11961   0.42570   0.39296  91  60   7   9  5.40400  3.30787  6.760E-03 *     0             2.484
  21  44 Sc   1.22226   0.11961  -2.40628   0.39454 114  38  19  10  2.03100  0.66670  6.190E-03 *     0             2.800
  22  44 Ti   1.22226   0.11961   0.79923   0.28977 116  17   7   8  4.22700  3.36400  6.480E-03 *     0             2.488
  23  44 V    1.22226   0.11961   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  24  44 Cr   1.22226   0.11961   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  25  44 Mn   1.22226   0.11961   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  45 P    1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  45 S    1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  45 Cl   1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  45 Ar   1.19530   0.11490   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  19  45 K    1.19530   0.11490   0.14817   0.31088  27  16  14   2  3.44000  0.47445  8.718E-03       0             1.874
  20  45 Ca   1.19530   0.11490  -0.74883   0.34740 102  37  10   3  3.56000  1.43471  4.290E-03 *     0             2.366
  21  45 Sc   1.19530   0.11490  -1.74246   0.38317 211  52  13  10  2.97980  1.30318  9.880E-03 *     0             2.587
  22  45 Ti   1.19530   0.11490  -0.97225   0.30709  44  28   7   8  3.20000  1.46816  1.514E-02 *     0             2.783
  23  45 V    1.19530   0.11490   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  24  45 Cr   1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  25  45 Mn   1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  26  45 Fe   1.19530   0.11490   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  46 P    1.17160   0.11344   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  46 S    1.17160   0.11344   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  46 Cl   1.17160   0.11344   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  46 Ar   1.17160   0.11344   0.00000   1.00000   2   1   1   2  0.00000  1.57700                  0             0.000
  19  46 K    1.17160   0.11344   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  20  46 Ca   1.17160   0.11344   1.43222   0.36270  91  54   7   9  6.30900  3.85970  6.530E-03 *     0             2.685
  21  46 Sc   1.17160   0.11344  -2.30609   0.40786 255  67  18  13  2.58999  0.99133  3.470E-03 *     0             2.895
  22  46 Ti   1.17160   0.11344   0.11741   0.37176 247  58   7   7  4.84500  3.16800  1.586E-02 *     0             2.631
  23  46 V    1.17160   0.11344  -1.40073   0.28702  77  21   7   6  2.06250  1.22488  1.048E-01   F   0             2.781
  24  46 Cr   1.17160   0.11344   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  25  46 Mn   1.17160   0.11344   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  26  46 Fe   1.17160   0.11344   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  47 Cl   1.15145   0.11363   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  47 Ar   1.15145   0.11363   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  19  47 K    1.15145   0.11363   1.74087   0.30374  30  15  14   2  4.90000  0.36000  2.253E-02       0             2.164
  20  47 Ca   1.15145   0.11363   0.90338   0.31676 139  30   7   4  4.81070  2.59953  3.212E-02       0             2.864
  21  47 Sc   1.15145   0.11363  -1.23795   0.32318 145  28  10   1  2.65000  0.00000  9.680E-03 *     0             2.711
  22  47 Ti   1.15145   0.11363  -0.99140   0.38032 202  61   9   2  3.72710  0.15937  1.396E-02 *     0             2.812
  23  47 V    1.15145   0.11363  -0.83651   0.29041 155  23   7  16  2.81004  2.43954  1.628E-02 *     0             2.848
  24  47 Cr   1.15145   0.11363  -0.94037   0.23505  32   9   7   1  1.54100  0.00000  3.398E-02       0             0.000
  25  47 Mn   1.15145   0.11363   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  26  47 Fe   1.15145   0.11363   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  48 S    1.13519   0.11386   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  48 Cl   1.13519   0.11386   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  48 Ar   1.13519   0.11386   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  48 K    1.13519   0.11386   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  20  48 Ca   1.13519   0.11386   2.63151   0.25882 245  13   7   5  5.46100  4.50678  4.556E-02       0             2.051
  21  48 Sc   1.13519   0.11386  -1.04162   0.37528 103  37  19   3  3.05650  0.25235  3.580E-03 *     0             2.684
  22  48 Ti   1.13519   0.11386   0.42354   0.38574 289  68   7   4  5.19700  2.42106  7.900E-03 *     0             2.717
  23  48 V    1.13519   0.11386  -1.70662   0.36080 102  39  14   9  2.49370  0.76496  7.790E-03 *     0             3.084
  24  48 Cr   1.13519   0.11386   1.38162   0.24769  62  11   7   3  4.06430  1.85847  4.825E-02       0             2.578
  25  48 Mn   1.13519   0.11386   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  26  48 Fe   1.13519   0.11386   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  48 Ni   1.13519   0.11386   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  49 S    1.12294   0.11287   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  49 Cl   1.12294   0.11287   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  49 Ar   1.12294   0.11287   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  49 K    1.12294   0.11287   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  49 Ca   1.12294   0.11287   1.75399   0.24595  58  11   7   2  4.41600  2.02320  2.430E-02       0             1.859
  21  49 Sc   1.12294   0.11287   1.07818   0.34931 214  34  13   4  5.14200  3.08450  6.830E-03 *     0             2.280
  22  49 Ti   1.12294   0.11287  -0.26418   0.33339 109  41   7   4  3.99000  1.58597  1.069E-02 *     0             2.730
