S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),Element_w_A
13322.0,59.0,10059.18,1.68,5922.4,1.41,-4860.0,207.0,-5353.2,1.69,-8126.08,12.35,239Am
14242.69,89.19,8522.64,54.05,6539.7,50.0,-7122.0,216.0,-2305.16,54.04,-11140.0,261.0,239Cm
15080.0,305.0,6897.0,215.0,7200.0,200.0,-9305.0,363.0,-1460.0,213.0,-11099.0,363.0,239Bk
15813.0,226.0,5556.0,221.0,7810.0,56.0,,,1535.0,209.0,,,239Cf
,,4210.0,373.0,8427.0,499.0,,,2051.0,392.0,,,239Es
10127.0,201.0,,,3264.0,204.0,4593.0,201.0,,,-1734.0,200.0,240Pa
10734.91,2.85,14387.0,283.0,4035.39,14.2,2590.12,2.69,-11024.0,400.0,-4666.87,2.79,240U
11281.02,17.02,13155.71,23.26,4557.41,22.03,806.1,21.9,-8310.0,196.0,-4343.33,17.02,240Np
12180.47,0.36,11760.34,1.17,5255.82,0.14,-1598.93,1.73,-7736.31,1.18,-7336.36,1.67,240Pu
13053.95,52.53,10522.43,13.79,5707.08,52.27,-4154.0,151.0,-5089.86,13.82,-7708.17,55.77,240Am
13863.52,12.3,9016.85,1.7,6397.8,0.6,-6266.64,18.77,-4152.95,1.71,-10597.0,207.0,240Cm
14694.0,296.0,7335.0,158.0,7199.0,187.0,-8534.0,428.0,-1015.0,150.0,-10676.0,257.0,240Bk
15429.0,299.0,6032.19,22.31,7710.98,3.78,,,-445.05,57.19,-13636.0,299.0,240Cf
,,4595.0,475.0,8231.0,566.0,,,2659.0,451.0,,,240Es
9840.0,358.0,,,3195.0,500.0,5380.0,308.0,,,-1147.0,300.0,241Pa
10518.0,196.0,14831.0,445.0,3817.0,196.0,3242.0,196.0,,,-4191.0,196.0,241U
11193.52,70.72,13655.0,208.0,4307.64,71.91,1325.78,70.71,-9938.0,212.0,-3936.52,70.71,241Np
11775.74,0.23,12195.48,1.18,5140.07,0.48,-746.65,1.18,-7049.3,2.69,-6626.31,13.79,241Pu
12598.66,1.68,10954.6,0.97,5637.82,0.12,-3097.0,200.0,-6670.85,17.02,-6861.23,1.74,241Am
13587.83,54.05,9464.39,1.2,6185.19,0.57,-5625.0,166.0,-3712.52,1.18,-10034.0,150.0,241Cm
14361.0,288.0,7937.0,200.0,7037.0,209.0,-7831.0,301.0,-2767.0,200.0,-10030.0,201.0,241Bk
15085.0,267.0,6398.0,175.0,7655.0,150.0,-9799.0,341.0,313.0,166.0,-12943.0,434.0,241Cf
15835.0,374.0,4965.0,306.0,8250.17,20.34,,,910.0,271.0,,,241Es
,,3721.0,364.0,8762.0,311.0,,,3846.0,299.0,,,241Fm
10238.0,201.0,,,3670.0,200.0,3903.0,201.0,,,-3712.0,213.0,242U
11041.97,200.72,14071.0,283.0,4097.98,200.63,1948.86,200.0,-9512.0,361.0,-3609.56,200.0,242Np
11551.08,0.68,12576.51,2.72,4984.23,0.99,-86.83,0.77,-8769.0,196.0,-6288.78,0.7,242Pu
12184.73,13.79,11426.14,17.02,5588.5,0.25,-2266.0,200.0,-6081.07,70.71,-6305.07,1.17,242Am
13063.18,1.7,9899.56,0.37,6215.63,0.08,-4583.2,12.9,-5440.38,0.37,-9299.0,200.0,242Cm
14073.0,250.0,8354.0,200.0,6887.0,206.0,-7067.0,325.0,-2490.0,200.0,-9664.0,260.0,242Bk
14746.61,22.67,6915.28,12.96,7516.86,4.07,-9013.0,401.0,-1603.83,12.95,-12548.0,226.0,242Cf
15540.0,475.0,5441.0,297.0,8160.12,20.34,,,1480.0,325.0,-12396.0,393.0,242Es
,,4169.0,401.0,8697.0,499.0,,,1784.0,434.0,,,242Fm
9980.0,358.0,,,3484.0,500.0,4605.0,300.0,,,-3128.0,361.0,243U
10527.0,77.0,14342.0,302.0,4114.0,198.0,2701.0,32.0,,,-2912.0,32.0,243Np
11343.21,2.43,13020.0,196.0,4756.97,2.58,572.6,2.64,-8154.0,201.0,-5784.79,2.44,243Pu
11901.98,1.23,11663.07,70.72,5439.07,0.93,-1514.65,4.55,-7530.86,200.0,-5700.03,1.25,243Am
12662.47,1.56,10351.12,1.03,6168.8,1.0,-3808.0,114.0,-4823.9,1.23,-8623.0,200.0,243Cm
13485.0,200.0,8822.64,4.4,6874.35,4.07,-6058.0,207.0,-4067.35,4.4,-8768.59,13.62,243Bk
14479.0,201.0,7290.0,114.0,7418.0,100.0,-8397.0,243.0,-1103.0,114.0,-11883.0,280.0,243Cf
15259.0,306.0,5862.0,288.0,8072.11,10.17,,,-275.0,288.0,-11724.0,451.0,243Es
15882.0,367.0,4517.0,271.0,8693.4,50.0,,,2711.0,215.0,,,243Fm
10358.0,359.0,,,3867.0,359.0,3323.0,298.0,,,-2624.0,298.0,244Np
11053.54,2.53,13392.0,201.0,4665.61,1.02,1354.13,2.49,-9843.0,300.0,-5440.34,2.65,244Pu
11731.51,1.02,12115.68,200.0,5138.01,17.04,-834.69,14.39,-7286.0,32.0,-5374.12,1.43,244Am
12494.5,0.37,10842.98,0.68,5901.6,0.03,-3026.28,2.5,-6591.68,2.43,-8309.11,4.4,244Cm
13163.0,201.0,9332.13,14.36,6778.8,4.0,-5312.0,182.0,-3750.13,14.41,-8347.0,115.0,244Bk
14051.42,13.08,7903.53,2.47,7328.96,1.81,-7488.0,201.0,-2992.79,2.68,-11341.0,207.0,244Cf
14918.0,314.0,6286.0,270.0,7936.0,102.0,,,47.0,181.0,-11433.0,281.0,244Es
15576.0,448.0,4999.0,201.0,8550.0,200.0,,,687.0,231.0,,,244Fm
10128.0,302.0,,,3825.0,424.0,3990.0,300.0,,,-1987.0,300.0,245Np
10719.06,13.73,13760.0,300.0,4556.0,196.0,2173.6,13.65,,,-4772.33,13.68,245Pu
11417.21,2.01,12553.0,32.0,5215.38,70.73,86.63,2.15,-8590.0,298.0,-4622.74,1.62,245Am
12320.05,1.14,11327.96,2.47,5624.49,0.49,-2380.63,2.23,-6090.42,2.52,-7780.62,14.36,245Cm
13018.49,4.62,9939.15,1.87,6454.52,1.4,-4552.0,200.0,-5354.33,1.73,-7735.66,2.87,245Bk
13747.0,114.0,8374.73,2.41,7258.46,1.84,-6802.0,195.0,-2355.66,2.18,-10712.0,181.0,245Cf
14524.0,288.0,6902.0,200.0,7909.36,3.05,-8906.0,365.0,-1637.0,201.0,-10671.0,283.0,245Es
15343.0,290.0,5381.0,226.0,8436.0,102.0,,,1420.0,195.0,,,245Fm
,,4053.0,369.0,8984.0,206.0,,,1958.0,355.0,,,245Md
10553.86,14.95,,,4350.0,200.0,2777.83,14.98,,,-4576.99,15.07,246Pu
11028.0,18.0,12786.0,299.0,5152.0,201.0,1027.0,63.0,-8185.0,300.0,-4082.0,18.0,246Am
11977.56,1.12,11767.0,2.67,5475.12,0.89,-1473.32,1.54,-7850.18,13.68,-7268.19,1.8,246Cm
12889.55,61.7,10490.17,60.02,6073.98,60.01,-3934.0,232.0,-5222.47,60.03,-7489.56,60.05,246Bk
13530.52,2.67,8939.55,1.06,6861.61,1.0,-6098.54,15.37,-4203.26,1.17,-10347.0,200.0,246Cf
14268.0,288.0,7391.0,224.0,7742.0,100.0,-8214.0,342.0,-1202.0,224.0,-10358.0,297.0,246Es
14920.0,201.0,5867.29,15.49,8376.95,8.3,,,-485.35,15.49,-13155.0,306.0,246Fm
,,4489.0,316.0,8888.79,40.66,,,2460.0,327.0,,,246Md
10213.0,196.0,,,4323.0,358.0,3574.0,196.0,,,-3958.0,196.0,247Pu
10890.0,100.0,13315.0,316.0,4852.0,105.0,1664.0,100.0,,,-3535.0,100.0,247Am
11614.07,3.77,12222.98,13.99,5353.62,3.36,-570.76,15.8,-7150.63,15.35,-6505.14,60.12,247Cm
12466.91,5.34,10988.85,5.39,5889.6,5.0,-3088.83,20.12,-6793.0,19.0,-6672.05,5.25,247Bk
13423.94,15.52,9478.62,15.38,6496.99,15.41,-5569.0,116.0,-3802.03,15.41,-9868.0,224.0,247Cf
13930.0,201.0,7813.39,19.52,7463.78,19.96,-7358.0,208.0,-2677.55,63.09,-9681.76,24.76,247Es
14657.0,226.0,6291.0,115.0,8257.67,9.74,,,293.0,115.0,-12514.0,283.0,247Fm
15478.0,369.0,5007.0,288.0,8764.4,10.0,,,747.0,305.0,,,247Md
10574.0,201.0,,,4936.0,359.0,2483.0,212.0,,,-3042.0,200.0,248Am
11366.85,2.68,12579.99,14.96,5161.81,0.25,154.74,5.59,-9004.0,196.0,-6168.12,5.66,248Cm
12029.0,93.0,11492.0,73.0,5776.0,71.0,-2219.0,88.0,-6362.0,123.0,-6095.0,72.0,248Bk
12994.91,5.11,9956.9,5.12,6361.2,5.0,-4659.85,9.85,-5584.1,6.24,-9411.69,20.1,248Cf
13744.0,230.0,8246.0,80.0,7160.0,50.0,-6849.0,243.0,-2479.0,53.0,-9445.0,126.0,248Es
14433.61,17.49,6770.38,8.54,7994.76,8.27,-8723.0,225.0,-1495.02,17.53,-12110.0,207.0,248Fm
15110.0,351.0,5331.0,326.0,8697.0,153.0,,,1280.0,238.0,,,248Md
,,4146.0,225.0,9230.0,100.0,,,1659.0,252.0,,,248No
10192.0,314.0,,,4789.0,423.0,3257.0,298.0,,,-2360.0,298.0,249Am
10925.08,3.98,12935.0,196.0,5147.61,13.42,1027.92,2.56,,,-5401.0,71.0,249Cm
11785.81,5.2,11885.0,100.0,5521.0,1.41,-1328.0,30.0,-8005.0,200.0,-5462.94,5.06,249Bk
12523.75,15.38,10388.3,3.79,6293.29,0.49,-3796.4,6.19,-4958.94,2.55,-8648.0,52.0,249Cf
13546.0,36.0,8893.0,31.0,6936.0,30.0,-6057.0,203.0,-4194.0,77.0,-8794.0,31.0,249Es
14296.0,115.0,7162.66,16.54,7709.06,5.93,-8263.0,279.0,-1007.79,7.93,-11700.0,237.0,249Fm
14847.0,289.0,5924.0,202.0,8441.08,17.54,,,-356.0,207.0,-11460.0,301.0,249Md
,,4468.0,302.0,9170.0,200.0,,,2595.0,279.0,,,249No
10545.79,10.0,,,5169.88,17.99,1819.2,10.35,,,-4928.11,10.33,250Cm
11273.0,71.0,12191.0,200.0,5531.0,18.0,-275.0,100.0,-7443.0,298.0,-4844.12,3.63,250Bk
12210.25,5.13,10800.3,2.68,6128.51,0.19,-2901.85,7.92,-6869.28,2.7,-8076.0,30.0,250Cf
13216.0,113.0,9433.0,123.0,6834.0,117.0,-5405.0,317.0,-3910.0,100.0,-8365.0,100.0,250Es
13968.25,11.54,7743.71,9.3,7557.04,7.8,-7492.0,201.0,-2939.51,7.87,-11231.0,201.0,250Fm
14660.0,383.0,6247.0,306.0,8305.0,201.0,,,167.0,303.0,-11223.0,411.0,250Md
15200.0,301.0,4912.0,201.0,8950.0,200.0,,,756.0,201.0,,,250No
10245.32,22.73,,,5116.0,197.0,2513.0,22.36,,,-4373.28,22.95,251Cm
10761.0,10.74,12454.0,298.0,5650.0,101.0,715.74,12.24,,,-4013.69,10.73,251Bk
11730.4,3.89,11193.62,4.08,6176.96,0.89,-1818.9,15.7,-6143.55,10.8,-7162.0,100.0,251Cf
12805.0,31.0,9912.05,6.0,6597.8,3.0,-4454.47,19.85,-5726.67,6.94,-7631.28,9.84,251Es
13707.9,16.42,8346.81,15.25,7425.1,2.0,-6895.0,115.0,-2505.44,15.28,-10748.0,301.0,251Fm
14408.0,202.0,6786.0,36.0,7963.44,4.47,-8761.0,299.0,-1548.0,102.0,-10668.0,201.0,251Md
15075.0,302.0,5248.0,115.0,8751.71,4.06,,,1488.0,115.0,,,251No
,,4082.0,359.0,9367.0,363.0,,,1809.0,424.0,,,251Lr
10076.0,298.0,,,,,3021.0,298.0,,,-4243.0,298.0,252Cm
10558.0,200.0,,,5547.0,283.0,1240.0,206.0,,,-3672.0,200.0,252Bk
11278.41,2.69,11532.92,10.0,6216.95,0.04,-781.01,5.94,-7902.37,22.73,-6548.98,6.41,252Cf
12073.0,112.0,10233.3,50.19,6789.0,50.0,-3216.0,140.0,-5222.37,51.15,-6730.62,52.31,252Es
13399.25,9.52,8932.7,5.5,7152.7,2.0,-6055.8,10.74,-4608.36,6.62,-10222.43,19.7,252Fm
14262.0,328.0,7293.0,164.0,7786.0,140.0,-8227.0,271.0,-1291.0,131.0,-10410.0,173.0,252Md
14835.0,201.0,5778.76,12.14,8548.65,5.32,,,-371.46,17.82,-12928.0,298.0,252No
,,4471.0,384.0,9164.34,16.91,,,2481.0,239.0,,,252Lr
10442.0,359.0,,,5400.0,200.0,1918.0,359.0,,,-3177.0,359.0,253Bk
10976.09,5.4,11924.39,23.0,6125.95,3.54,-44.17,5.13,-7043.0,298.0,-6064.37,50.13,253Cf
11644.37,6.0,10795.42,10.74,6739.24,0.05,-2162.0,31.0,-6813.0,200.0,-5876.41,5.44,253Es
12750.81,15.48,9367.22,4.73,7198.04,2.68,-5012.99,7.41,-3977.85,3.7,-9236.0,130.0,253Fm
13937.0,37.0,7917.0,32.0,7573.08,8.32,-7402.0,204.0,-3411.0,59.0,-9770.0,33.0,253Md
14633.0,115.0,6173.13,16.7,8414.63,4.33,-9198.0,410.0,254.14,8.74,-12450.0,238.0,253No
15295.0,360.0,4969.0,203.0,8918.25,20.32,,,776.0,240.0,,,253Lr
,,3870.0,426.0,9350.0,300.0,,,3397.0,410.0,,,253Rf
10284.0,359.0,,,,,2403.0,298.0,,,-2980.0,298.0,254Bk
10835.85,11.22,12292.0,298.0,5926.89,5.08,438.61,11.68,,,-5740.45,11.51,254Cf
11446.66,50.21,11122.0,200.0,6615.7,1.5,-1462.0,100.0,-6227.0,359.0,-5426.46,4.76,254Es
12055.47,5.81,9709.76,3.27,7307.49,1.86,-3820.55,9.89,-5687.74,4.82,-8341.0,31.0,254Fm
13200.0,164.0,8420.0,112.0,7802.0,141.0,-6419.0,317.0,-2847.0,100.0,-8977.0,100.0,254Md
14290.71,13.37,6670.22,11.05,8226.19,8.05,-8475.0,283.0,-1911.36,10.03,-11923.0,202.0,254No
15008.0,384.0,5217.0,328.0,8816.26,12.39,,,1410.0,303.0,-11757.0,509.0,254Lr
,,4251.0,283.0,9210.0,200.0,,,1551.0,283.0,,,254Rf
10635.0,200.0,,,5736.0,201.0,1010.0,200.0,,,-5253.0,200.0,255Cf
11063.9,10.82,11417.0,359.0,6436.34,1.34,-753.8,12.59,-7593.0,298.0,-4884.84,10.97,255Es
11688.72,5.06,10079.85,5.69,7239.72,1.79,-3007.58,15.51,-4830.72,12.07,-7724.0,100.0,255Fm
12472.0,32.0,8745.41,6.56,7905.88,2.65,-5104.23,18.87,-4436.49,7.58,-7951.59,11.63,255Md
13694.13,16.43,7116.45,15.19,8428.4,3.0,-7522.0,115.0,-1384.53,15.1,-11136.0,302.0,255No
14771.0,203.0,5803.0,36.0,8555.64,6.69,-9646.0,359.0,-794.0,102.0,-11323.0,284.0,255Lr
15370.0,426.0,4607.0,115.0,9055.46,3.92,,,2317.0,115.0,,,255Rf
,,3560.0,412.0,9440.0,200.0,,,2433.0,469.0,,,255Db
10443.0,315.0,,,5560.0,100.0,1554.0,314.0,,,-5120.0,315.0,256Cf
10946.0,100.0,11784.0,314.0,6227.0,224.0,-269.0,158.0,,,-4684.0,100.0,256Es
11558.61,6.04,10432.53,12.31,7027.28,5.08,-2335.24,9.53,-6611.0,200.0,-7427.57,8.6,256Fm
12139.0,158.0,9112.0,123.0,7737.0,112.0,-4290.0,148.0,-3922.0,123.0,-7422.0,123.0,256Md
13043.92,12.32,7658.67,7.97,8581.52,5.45,-6399.99,19.42,-3266.56,8.76,-10196.56,19.32,256No
14268.0,312.0,6284.0,130.0,8811.0,101.0,-8752.0,254.0,-385.44,83.16,-10654.0,141.0,256Lr
15119.0,284.0,5079.24,20.27,8925.71,15.24,,,125.84,23.25,-13442.0,359.0,256Rf
,,3951.0,385.0,9336.13,30.48,,,3262.0,241.0,,,256Db
10828.0,411.0,,,6050.0,200.0,410.0,411.0,,,-4155.0,411.0,257Es
11352.26,5.86,10797.0,200.0,6863.55,1.41,-1657.22,8.02,-5740.0,314.0,-6937.0,123.0,257Fm
11992.65,6.64,9674.16,10.87,7557.6,1.0,-3672.0,44.0,-5483.0,100.0,-6900.33,7.77,257Md
12702.61,16.33,8130.34,7.85,8476.6,6.0,-5619.17,12.66,-2528.53,8.69,-9570.66,83.17,257No
13424.0,48.0,6756.0,45.0,9067.74,31.21,-7541.0,208.0,-2080.0,130.0,-9628.0,48.0,257Lr
14606.0,115.0,5518.75,18.42,9082.78,8.32,,,755.39,13.24,-12703.0,240.0,257Rf
15529.0,412.0,4319.0,204.0,9206.54,20.32,,,1171.0,219.0,,,257Db
10627.0,413.0,,,5884.0,499.0,1015.0,401.0,,,-3959.0,401.0,258Es
11203.0,200.0,11192.0,373.0,6660.0,200.0,-1051.0,224.0,,,-6638.0,200.0,258Fm
11912.0,123.0,10078.0,100.0,7271.28,1.86,-3095.0,102.0,-5006.0,411.0,-6631.78,7.88,258Md
12487.0,100.0,8587.0,100.0,8150.0,100.0,-4863.0,105.0,-4401.0,100.0,-9259.0,109.0,258No
13107.0,131.0,7252.0,159.0,8904.48,18.57,-7015.0,322.0,-1500.0,102.0,-9156.0,102.0,258Lr
14023.65,36.6,6058.97,32.87,9192.77,30.47,-8903.0,414.0,-1195.19,32.64,-11937.0,205.0,258Rf
14844.0,388.0,4528.0,316.0,9500.6,50.0,,,1843.0,309.0,,,258Db
,,3556.0,413.0,9620.0,300.0,,,2088.0,413.0,,,258Sg
11028.0,283.0,,,6470.0,200.0,-374.0,283.0,,,-6054.0,283.0,259Fm
11511.0,200.0,10357.0,457.0,7110.0,200.0,-2228.0,212.0,-6367.0,448.0,-5925.0,224.0,259Md
12311.32,9.3,9089.4,7.7,7854.0,5.0,-4284.0,73.0,-3637.0,200.0,-8775.0,102.0,259No
12956.0,84.0,7719.0,71.0,8584.0,71.0,-6139.0,89.0,-3124.0,71.0,-8561.0,78.0,259Lr
13647.0,73.0,6463.0,73.0,9130.0,71.0,-8157.0,136.0,-404.0,123.0,-11506.0,314.0,259Rf
14358.0,210.0,5252.0,69.0,9618.8,50.0,,,-80.0,115.0,-11324.0,416.0,259Db
,,3925.0,115.0,9765.08,8.13,,,2890.0,119.0,,,259Sg
10803.0,479.0,,,6300.0,300.0,154.0,478.0,,,-5930.0,479.0,260Fm
11278.0,316.0,10728.0,510.0,6940.0,300.0,-1725.0,340.0,,,-5598.0,316.0,260Md
12009.0,224.0,9393.0,283.0,7700.0,200.0,-3535.0,283.0,-5381.0,347.0,-8311.0,212.0,260No
12648.0,161.0,7988.0,124.0,8396.0,143.0,-5396.0,155.0,-2636.0,236.0,-8157.0,144.0,260Lr
13337.0,203.0,6909.0,224.0,8900.0,200.0,-7401.0,201.0,-2221.0,200.0,-10915.0,207.0,260Rf
14267.0,319.0,5687.0,138.0,9501.0,42.0,-9651.0,262.0,532.0,117.0,-10918.0,148.0,260Db
14839.0,413.0,4371.43,37.98,9900.59,10.16,,,896.0,75.0,,,260Sg
,,3052.0,392.0,10400.3,50.0,,,4043.0,251.0,,,260Bh
11188.0,547.0,,,6750.0,300.0,-980.0,547.0,,,-5105.0,547.0,261Md
11766.0,200.0,9827.0,347.0,7440.0,200.0,-2864.0,206.0,-4600.0,478.0,-7893.0,235.0,261No
12436.0,212.0,8644.0,283.0,8140.0,200.0,-4750.0,228.0,-4283.0,374.0,-7660.0,283.0,261Lr
13186.0,88.0,7337.92,50.86,8646.42,50.0,-6686.45,53.71,-1582.0,206.0,-10426.0,106.0,261Rf
13825.0,122.0,6122.0,131.0,9218.0,101.0,-8825.0,236.0,-1257.0,166.0,-10311.0,112.0,261Db
14657.0,116.0,4935.0,75.0,9713.7,15.0,,,1569.0,201.0,-13390.0,246.0,261Sg
,,3436.0,216.0,10501.6,50.0,,,2171.0,229.0,,,261Bh
11067.0,592.0,,,6500.0,300.0,-475.0,539.0,,,-4899.0,539.0,262Md
11653.0,412.0,10242.0,565.0,7250.0,300.0,-2291.0,424.0,,,-7528.0,412.0,262No
12318.0,235.0,9028.0,374.0,7990.0,200.0,-4152.0,246.0,-3766.0,547.0,-7288.0,206.0,262Lr
12897.0,300.0,7797.0,300.0,8490.0,200.0,-5973.0,226.0,-3351.0,300.0,-9987.0,249.0,262Rf
13562.0,171.0,6601.0,189.0,9046.0,101.0,-8288.0,338.0,-594.0,246.0,-9823.0,144.0,262Db
14324.42,40.92,5359.0,203.0,9599.82,15.23,,,-241.79,61.62,-12839.0,212.0,262Sg
14925.0,392.0,3709.0,320.0,10319.5,15.0,,,2944.0,325.0,,,262Bh
11468.0,529.0,,,7000.0,400.0,-1627.0,513.0,,,-7044.0,529.0,263No
11971.0,347.0,9427.0,582.0,7680.0,200.0,-3382.0,329.0,-5187.0,575.0,-6735.0,361.0,263Lr
12706.0,161.0,8277.0,252.0,8252.0,153.0,-5435.0,180.0,-2635.0,392.0,-9569.0,209.0,263Rf
13340.0,201.0,7025.0,261.0,8834.0,152.0,-7385.0,348.0,-2280.0,261.0,-9326.0,172.0,263Db
13957.0,96.0,5706.0,107.0,9403.26,60.93,-9488.0,157.0,509.0,243.0,-12422.0,320.0,263Sg
14780.0,369.0,4390.0,324.0,10080.0,300.0,,,954.0,337.0,,,263Bh
,,2905.0,127.0,10733.5,50.0,,,4023.0,130.0,,,263Hs
11233.0,692.0,,,6820.0,400.0,-1066.0,692.0,,,-6790.0,655.0,264No
11868.0,480.0,9828.0,664.0,7400.0,300.0,-2985.0,495.0,,,-6450.0,462.0,264Lr
12459.0,424.0,8603.0,510.0,8040.0,300.0,-4705.0,458.0,-4341.0,608.0,-9106.0,398.0,264Rf
13034.0,275.0,7318.0,309.0,8660.0,200.0,-6696.0,295.0,-1656.0,368.0,-8900.0,254.0,264Db
13727.0,285.0,6189.0,361.0,9210.0,200.0,-8781.0,284.0,-1263.0,322.0,-11785.0,416.0,264Sg
14626.0,353.0,4774.0,228.0,9960.0,151.0,,,1658.0,244.0,-11692.0,217.0,264Bh
,,3380.49,45.69,10590.75,20.31,,,2084.0,99.0,,,264Hs
11638.0,616.0,,,7230.0,200.0,-2250.0,591.0,,,-5915.0,655.0,265Lr
12208.0,392.0,9017.0,608.0,7810.0,300.0,-4105.0,381.0,-3610.0,692.0,-8743.0,431.0,265Rf
12771.0,280.0,7824.0,361.0,8500.0,100.0,-5932.0,323.0,-3183.0,490.0,-8370.0,361.0,265Db
13539.0,155.0,6539.0,196.0,9051.0,112.0,-8106.0,125.0,-571.0,381.0,-11335.0,216.0,265Sg
14224.0,384.0,5274.0,288.0,9682.0,206.0,-10263.0,508.0,-236.0,332.0,-11219.0,236.0,265Bh
14920.0,127.0,3868.0,98.0,10470.32,15.23,,,2829.0,284.0,,,265Hs
,,2396.0,544.0,11120.0,400.0,,,3331.0,485.0,,,265Mt
10897.0,728.0,,,7570.0,300.0,-1115.0,648.0,,,-5139.0,686.0,266Lr
12143.0,592.0,9512.0,754.0,7550.0,300.0,-3541.0,529.0,,,-8478.0,520.0,266Rf
12768.0,368.0,8218.0,520.0,8210.0,200.0,-5368.0,326.0,-2786.0,616.0,-8129.0,308.0,266Db
13307.0,374.0,7037.0,436.0,8800.0,100.0,-7519.0,248.0,-2361.0,436.0,-10869.0,339.0,266Sg
14096.0,241.0,5835.0,286.0,9426.0,77.0,-9858.0,347.0,332.0,276.0,-10867.0,164.0,266Bh
14569.48,48.28,4223.0,286.0,10345.69,15.6,,,1053.0,129.0,-13613.0,453.0,266Hs
,,2674.0,354.0,10995.65,25.38,,,4258.0,386.0,,,266Mt
11388.0,678.0,,,7890.0,300.0,-2362.0,629.0,,,-7364.0,640.0,267Rf
12551.0,469.0,8737.0,685.0,7920.0,300.0,-4692.0,489.0,-4837.0,715.0,-7615.0,480.0,267Db
13131.0,284.0,7462.0,443.0,8625.0,206.0,-6847.0,274.0,-1560.0,535.0,-10370.0,304.0,267Sg
13792.0,352.0,6295.0,345.0,9230.0,202.0,-9025.0,567.0,-1260.0,386.0,-10442.0,265.0,267Bh
14390.0,98.0,4719.0,155.0,10037.51,13.01,-11227.0,165.0,1746.0,263.0,-13380.0,321.0,267Hs
15030.0,676.0,3202.0,554.0,10870.0,400.0,,,2398.0,528.0,,,267Mt
,,1599.0,137.0,11776.76,50.76,,,5454.0,141.0,,,267Ds
10743.0,812.0,,,8040.0,300.0,-1326.0,812.0,,,-6670.0,780.0,268Rf
11818.0,600.0,9138.0,788.0,8260.0,300.0,-3745.0,652.0,,,-6815.0,588.0,268Db
12959.0,529.0,7853.0,663.0,8300.0,300.0,-6028.0,548.0,-3931.0,742.0,-10036.0,538.0,268Sg
13440.0,415.0,6508.0,475.0,9020.0,300.0,-8344.0,447.0,-556.0,562.0,-9918.0,393.0,268Bh
14449.0,286.0,5366.0,375.0,9622.87,16.24,-10818.0,414.0,-265.0,382.0,-13032.0,577.0,268Hs
14954.0,385.0,3532.0,284.0,10668.0,151.0,,,3096.0,351.0,-12800.0,269.0,268Mt
,,2066.0,304.0,11660.0,300.0,,,3706.0,316.0,,,268Ds
11068.0,748.0,,,8490.0,300.0,-2330.0,727.0,,,-5725.0,780.0,269Db
12186.0,445.0,8259.0,680.0,8647.74,50.0,-4801.0,385.0,-3002.0,756.0,-9115.0,527.0,269Sg
13431.0,457.0,7174.0,557.0,8570.0,300.0,-7892.0,596.0,-2873.0,648.0,-9423.0,469.0,269Bh
14232.0,157.0,5820.0,285.0,9344.0,159.0,-10271.0,128.0,473.0,485.0,-12658.0,264.0,269Hs
14564.0,684.0,3974.0,533.0,10530.0,400.0,,,1274.0,600.0,-12349.0,553.0,269Mt
15188.0,139.0,2396.0,101.0,11509.51,29.6,,,4716.0,285.0,,,269Ds
10897.0,813.0,,,8260.0,200.0,-1919.0,680.0,,,-5527.0,716.0,270Db
11453.0,728.0,8562.0,865.0,8990.0,300.0,-3621.0,610.0,,,-8058.0,671.0,270Sg
12723.0,477.0,7413.0,602.0,9064.5,50.0,-6484.0,334.0,-2211.0,687.0,-8409.0,313.0,270Bh
13860.0,376.0,6267.0,531.0,9069.9,37.7,-9566.0,252.0,-1939.0,440.0,-12329.0,525.0,270Hs
14583.0,289.0,4674.0,418.0,10181.1,50.0,,,1944.0,411.0,-12196.0,173.0,270Mt
15112.0,305.0,2729.0,287.0,11116.99,28.42,,,2826.0,133.0,,,270Ds
11148.0,689.0,,,8888.0,112.0,-2983.0,649.0,,,-7540.0,652.0,271Sg
11699.0,559.0,7805.0,749.0,9422.13,50.0,-5180.0,531.0,-3675.0,744.0,-7263.0,484.0,271Bh
12966.0,306.0,6600.0,459.0,9510.0,112.0,-8208.0,296.0,-1040.0,623.0,-11042.0,328.0,271Hs
14412.0,569.0,4955.0,499.0,9910.0,200.0,,,-414.0,438.0,-11649.0,334.0,271Mt
15030.0,102.0,3194.0,158.0,10869.97,17.63,,,3546.0,266.0,,,271Ds
11053.0,916.0,,,8680.0,300.0,-2426.0,888.0,,,-7412.0,838.0,272Sg
11579.0,604.0,8095.0,814.0,9303.0,50.0,-4792.0,720.0,,,-7022.0,601.0,272Bh
12249.0,567.0,7063.0,755.0,9780.0,200.0,-7008.0,656.0,-3040.0,776.0,-10166.0,607.0,272Hs
13272.0,514.0,5223.0,564.0,10350.0,300.0,-9192.0,538.0,371.0,639.0,-10438.0,495.0,272Mt
14806.0,415.0,3676.0,481.0,10760.0,300.0,,,985.0,499.0,,,272Ds
,,2515.0,289.0,11197.43,13.31,,,4383.0,404.0,,,272Rg
10882.0,772.0,,,,,-1872.0,623.0,,,-6843.0,732.0,273Sg
11431.0,807.0,,,9060.0,300.0,-4080.0,812.0,,,-6445.0,860.0,273Bh
